,Teamname,Tournament,Username
2197,New York Empire,AUDL 2014,Taylor B
2198,New York Empire,AUDL 2015,Taylor S
2199,New York Empire,AUDL 2016,Taylor S
2200,New York Empire,AUDL 2017,Taylor S
2201,New York Empire,AUDL 2018,To Nori
2202,New York Empire,AUDL 2015,Ward R
2203,New York Empire,AUDL 2016,Ward R
2204,New York Empire,AUDL 2017,Ward R
2205,New York Empire,AUDL 2018,Ward R
2206,New York Empire,AUDL 2015,Weiner M
2207,New York Empire,AUDL 2018,Weintr M
2208,New York Empire,AUDL 2017,Weng F
2209,New York Empire,AUDL 2018,Weng F
2210,New York Empire,AUDL 2016,Wiener M
2211,New York Empire,AUDL 2017,Wiener M
2212,New York Empire,AUDL 2015,Wilkes A
2213,New York Empire,AUDL 2015,Wining L
2214,New York Empire,AUDL 2016,Wining L
2215,New York Empire,AUDL 2016,Wodatc J
2216,New York Empire,AUDL 2017,Wodatc J
2217,New York Empire,AUDL 2015,Ye R
2218,New York Empire,AUDL 2016,Ye R
2219,New York Empire,AUDL 2017,Ye R
2220,New York Empire,AUDL 2018,Ye R
2221,New York Empire,AUDL 2015,Yz I
2222,New York Empire,AUDL 2018,Zalk A
2223,Ottawa Outlaws,AUDL 2018,Adam O'D
2224,Ottawa Outlaws,AUDL 2018,Aidan H
2225,Ottawa Outlaws,AUDL 2016,Alec A
2226,Ottawa Outlaws,AUDL 2017,Alec A
2227,Ottawa Outlaws,AUDL 2018,Alec A
2228,Ottawa Outlaws,AUDL 2015,AlexandD
2229,Ottawa Outlaws,AUDL 2015,AlexandK
2230,Ottawa Outlaws,AUDL 2016,Andy C
2231,Ottawa Outlaws,AUDL 2016,Andy O
2232,Ottawa Outlaws,AUDL 2017,Andy O
2233,Ottawa Outlaws,AUDL 2018,Andy O
2234,Ottawa Outlaws,AUDL 2015,ArsenauA
2235,Ottawa Outlaws,AUDL 2018,Ben
2236,Ottawa Outlaws,AUDL 2015,BergM
2237,Ottawa Outlaws,AUDL 2017,Bevan
2238,Ottawa Outlaws,AUDL 2015,BlackstL
2239,Ottawa Outlaws,AUDL 2015,BoucherN
2240,Ottawa Outlaws,AUDL 2016,Bryce R
2241,Ottawa Outlaws,AUDL 2018,Bryce R
2242,Ottawa Outlaws,AUDL 2017,Carson T
2243,Ottawa Outlaws,AUDL 2018,Carson T
2244,Ottawa Outlaws,AUDL 2016,Colin F
2245,Ottawa Outlaws,AUDL 2017,Colin F
2246,Ottawa Outlaws,AUDL 2018,Colin F
2247,Ottawa Outlaws,AUDL 2016,Colin G
2248,Ottawa Outlaws,AUDL 2016,Cooper B
2249,Ottawa Outlaws,AUDL 2017,Cooper B
2250,Ottawa Outlaws,AUDL 2015,CoreyA
2251,Ottawa Outlaws,AUDL 2016,Craig F
2252,Ottawa Outlaws,AUDL 2017,Craig F
2253,Ottawa Outlaws,AUDL 2016,DJ
2254,Ottawa Outlaws,AUDL 2017,DJ
2255,Ottawa Outlaws,AUDL 2017,Dave H
2256,Ottawa Outlaws,AUDL 2018,David C
2257,Ottawa Outlaws,AUDL 2016,Derek A
2258,Ottawa Outlaws,AUDL 2017,Derek A
2259,Ottawa Outlaws,AUDL 2018,Derek A
2260,Ottawa Outlaws,AUDL 2017,Erik H
2261,Ottawa Outlaws,AUDL 2018,Erik H
2262,Ottawa Outlaws,AUDL 2018,EtienneB
2263,Ottawa Outlaws,AUDL 2015,ForestNL
2264,Ottawa Outlaws,AUDL 2015,FroatsC
2265,Ottawa Outlaws,AUDL 2015,GeeK
2266,Ottawa Outlaws,AUDL 2016,Geoff B
2267,Ottawa Outlaws,AUDL 2018,Geoff B
2268,Ottawa Outlaws,AUDL 2015,GoodkeyM
2269,Ottawa Outlaws,AUDL 2015,GreenC
2270,Ottawa Outlaws,AUDL 2018,Greg E
2271,Ottawa Outlaws,AUDL 2015,HaigJ
2272,Ottawa Outlaws,AUDL 2016,Harrison
2273,Ottawa Outlaws,AUDL 2015,HillJ
2274,Ottawa Outlaws,AUDL 2015,HogelM
2275,Ottawa Outlaws,AUDL 2015,JanssenD
2276,Ottawa Outlaws,AUDL 2017,Jason D
2277,Ottawa Outlaws,AUDL 2016,Jeremy H
2278,Ottawa Outlaws,AUDL 2017,Jeremy H
2279,Ottawa Outlaws,AUDL 2018,JeremyH
2280,Ottawa Outlaws,AUDL 2016,Jordan M
2281,Ottawa Outlaws,AUDL 2017,Jordan M
2282,Ottawa Outlaws,AUDL 2016,Karl L
2283,Ottawa Outlaws,AUDL 2018,Karl L
2284,Ottawa Outlaws,AUDL 2017,Ken
2285,Ottawa Outlaws,AUDL 2016,Ken A
2286,Ottawa Outlaws,AUDL 2018,Ken A
2287,Ottawa Outlaws,AUDL 2017,Khalid
2288,Ottawa Outlaws,AUDL 2018,Khalid A
2289,Ottawa Outlaws,AUDL 2016,Kielan W
2290,Ottawa Outlaws,AUDL 2016,Kinley G
2291,Ottawa Outlaws,AUDL 2017,Kinley G
2292,Ottawa Outlaws,AUDL 2018,Kinley G
2293,Ottawa Outlaws,AUDL 2017,Kyle
2294,Ottawa Outlaws,AUDL 2018,Kyle C
2295,Ottawa Outlaws,AUDL 2016,Lance B
2296,Ottawa Outlaws,AUDL 2018,Lance B
2297,Ottawa Outlaws,AUDL 2016,Laurent
2298,Ottawa Outlaws,AUDL 2017,Laurent
2299,Ottawa Outlaws,AUDL 2018,LaurentA
2300,Ottawa Outlaws,AUDL 2018,LaurentL
2301,Ottawa Outlaws,AUDL 2015,LeeM
2302,Ottawa Outlaws,AUDL 2015,LoiseauK
2303,Ottawa Outlaws,AUDL 2015,LoiseauL
2304,Ottawa Outlaws,AUDL 2017,Luca M
2305,Ottawa Outlaws,AUDL 2016,Luke P
2306,Ottawa Outlaws,AUDL 2016,Léon FN
2307,Ottawa Outlaws,AUDL 2017,Léon FN
2308,Ottawa Outlaws,AUDL 2016,M Berg
2309,Ottawa Outlaws,AUDL 2016,M Hogel
2310,Ottawa Outlaws,AUDL 2018,M Lee
2311,Ottawa Outlaws,AUDL 2016,M OBrien
2312,Ottawa Outlaws,AUDL 2018,Matt O'B
2313,Ottawa Outlaws,AUDL 2017,Matt OB
2314,Ottawa Outlaws,AUDL 2015,McGregoJ
2315,Ottawa Outlaws,AUDL 2016,Mike L
2316,Ottawa Outlaws,AUDL 2017,Mike L
2317,Ottawa Outlaws,AUDL 2016,Nick B
2318,Ottawa Outlaws,AUDL 2017,Nick B
2319,Ottawa Outlaws,AUDL 2018,Nick B
2320,Ottawa Outlaws,AUDL 2015,OuchterA
2321,Ottawa Outlaws,AUDL 2017,Owen W
2322,Ottawa Outlaws,AUDL 2016,P Mensah
2323,Ottawa Outlaws,AUDL 2016,P Renaud
2324,Ottawa Outlaws,AUDL 2018,PatrickK
2325,Ottawa Outlaws,AUDL 2018,PatrickM
2326,Ottawa Outlaws,AUDL 2017,Paul M
2327,Ottawa Outlaws,AUDL 2018,Paul M
2328,Ottawa Outlaws,AUDL 2017,Paul R
2329,Ottawa Outlaws,AUDL 2018,Paul R
2330,Ottawa Outlaws,AUDL 2015,PhelanL
2331,Ottawa Outlaws,AUDL 2017,Pierre L
2332,Ottawa Outlaws,AUDL 2015,ProulxP
2333,Ottawa Outlaws,AUDL 2015,RenaudP
2334,Ottawa Outlaws,AUDL 2015,RingB
2335,Ottawa Outlaws,AUDL 2016,Russ N
2336,Ottawa Outlaws,AUDL 2017,Russ N
2337,Ottawa Outlaws,AUDL 2018,Ryan W
2338,Ottawa Outlaws,AUDL 2015,SchmidtR
2339,Ottawa Outlaws,AUDL 2017,Scott
2340,Ottawa Outlaws,AUDL 2018,Scott G
2341,Ottawa Outlaws,AUDL 2016,Scott W
2342,Ottawa Outlaws,AUDL 2018,Tait B
2343,Ottawa Outlaws,AUDL 2015,TurcottD
2344,Ottawa Outlaws,AUDL 2017,Tyler S
2345,Ottawa Outlaws,AUDL 2018,Tyler S
2346,Ottawa Outlaws,AUDL 2015,WayK
2347,Ottawa Outlaws,AUDL 2015,WestwelS
2348,Philadelphia Phoenix,AUDL 2018,A. Miche
2349,Philadelphia Phoenix,AUDL 2016,Aaron
2350,Philadelphia Phoenix,AUDL 2017,Aaron
2351,Philadelphia Phoenix,AUDL 2015,Allan R
2352,Philadelphia Phoenix,AUDL 2015,Allen T
2353,Philadelphia Phoenix,AUDL 2017,Andrew M
2354,Philadelphia Phoenix,AUDL 2014,Anthony B
2355,Philadelphia Phoenix,AUDL 2017,Arcata
2356,Philadelphia Phoenix,AUDL 2018,Arcata
2357,Philadelphia Phoenix,AUDL 2018,B. Dunn
2358,Philadelphia Phoenix,AUDL 2016,BWill
2359,Philadelphia Phoenix,AUDL 2018,Baer
2360,Philadelphia Phoenix,AUDL 2018,Becker
2361,Philadelphia Phoenix,AUDL 2014,Ben B
2362,Philadelphia Phoenix,AUDL 2016,Bertrand
2363,Philadelphia Phoenix,AUDL 2017,Bobby
2364,Philadelphia Phoenix,AUDL 2015,Bonell A
2365,Philadelphia Phoenix,AUDL 2015,Brando
2366,Philadelphia Phoenix,AUDL 2014,Brett S
2367,Philadelphia Phoenix,AUDL 2014,Brian M
2368,Philadelphia Phoenix,AUDL 2014,Brian T
2369,Philadelphia Phoenix,AUDL 2016,Broome
2370,Philadelphia Phoenix,AUDL 2017,Brownlee
2371,Philadelphia Phoenix,AUDL 2015,Bushek A
2372,Philadelphia Phoenix,AUDL 2018,Campy
2373,Philadelphia Phoenix,AUDL 2017,Cannon
2374,Philadelphia Phoenix,AUDL 2016,Carter
2375,Philadelphia Phoenix,AUDL 2017,Casey
2376,Philadelphia Phoenix,AUDL 2014,Casey S
2377,Philadelphia Phoenix,AUDL 2014,Chris S
2378,Philadelphia Phoenix,AUDL 2018,Ciccoron
2379,Philadelphia Phoenix,AUDL 2017,Colin
2380,Philadelphia Phoenix,AUDL 2014,Colin S
2381,Philadelphia Phoenix,AUDL 2018,Damiano
2382,Philadelphia Phoenix,AUDL 2014,Danny B
2383,Philadelphia Phoenix,AUDL 2014,Dave H
2384,Philadelphia Phoenix,AUDL 2014,Dave K
2385,Philadelphia Phoenix,AUDL 2018,Davies
2386,Philadelphia Phoenix,AUDL 2016,Dean
2387,Philadelphia Phoenix,AUDL 2018,Digorgio
2388,Philadelphia Phoenix,AUDL 2018,Dmitry S
2389,Philadelphia Phoenix,AUDL 2014,Dustin S
2390,Philadelphia Phoenix,AUDL 2018,Dylan S
2391,Philadelphia Phoenix,AUDL 2018,E. Nard
2392,Philadelphia Phoenix,AUDL 2018,E. Peck
2393,Philadelphia Phoenix,AUDL 2018,Eckardt
2394,Philadelphia Phoenix,AUDL 2016,Eli
2395,Philadelphia Phoenix,AUDL 2016,Eskin
2396,Philadelphia Phoenix,AUDL 2015,Eskin Z
2397,Philadelphia Phoenix,AUDL 2017,Esser
2398,Philadelphia Phoenix,AUDL 2015,Esser S
2399,Philadelphia Phoenix,AUDL 2014,Ethan P
2400,Philadelphia Phoenix,AUDL 2016,Flamberg
2401,Philadelphia Phoenix,AUDL 2015,Forste R
2402,Philadelphia Phoenix,AUDL 2016,Forster
2403,Philadelphia Phoenix,AUDL 2017,Forster
2404,Philadelphia Phoenix,AUDL 2018,Fortin
2405,Philadelphia Phoenix,AUDL 2015,Fortin E
2406,Philadelphia Phoenix,AUDL 2016,Foster
2407,Philadelphia Phoenix,AUDL 2014,Frank H
2408,Philadelphia Phoenix,AUDL 2015,Franke G
2409,Philadelphia Phoenix,AUDL 2016,Franky
2410,Philadelphia Phoenix,AUDL 2015,Goldbe A
2411,Philadelphia Phoenix,AUDL 2015,Hampso D
2412,Philadelphia Phoenix,AUDL 2015,Harrit C
2413,Philadelphia Phoenix,AUDL 2016,Harrity
2414,Philadelphia Phoenix,AUDL 2016,Havi
2415,Philadelphia Phoenix,AUDL 2016,Henkel
2416,Philadelphia Phoenix,AUDL 2017,Hoehne
2417,Philadelphia Phoenix,AUDL 2015,Hollow J
2418,Philadelphia Phoenix,AUDL 2016,Holloway
2419,Philadelphia Phoenix,AUDL 2017,Huels
2420,Philadelphia Phoenix,AUDL 2018,Igor
2421,Philadelphia Phoenix,AUDL 2014,Jeff K
2422,Philadelphia Phoenix,AUDL 2014,Jonathan P
2423,Philadelphia Phoenix,AUDL 2014,Jordan W
2424,Philadelphia Phoenix,AUDL 2016,KDub
2425,Philadelphia Phoenix,AUDL 2016,Kadesch
2426,Philadelphia Phoenix,AUDL 2018,Katzenba
2427,Philadelphia Phoenix,AUDL 2017,Kdubs
2428,Philadelphia Phoenix,AUDL 2014,Kenny W
2429,Philadelphia Phoenix,AUDL 2016,KevO
2430,Philadelphia Phoenix,AUDL 2015,Kochen C
2431,Philadelphia Phoenix,AUDL 2014,Kyle W
2432,Philadelphia Phoenix,AUDL 2018,Lamberty
2433,Philadelphia Phoenix,AUDL 2015,Lambor E
2434,Philadelphia Phoenix,AUDL 2016,Lowy
2435,Philadelphia Phoenix,AUDL 2015,Lowy A
2436,Philadelphia Phoenix,AUDL 2015,Lu E
2437,Philadelphia Phoenix,AUDL 2018,M. Esser
2438,Philadelphia Phoenix,AUDL 2017,Mac
2439,Philadelphia Phoenix,AUDL 2017,Magerr
2440,Philadelphia Phoenix,AUDL 2015,Magerr B
2441,Philadelphia Phoenix,AUDL 2016,Magerrrr
2442,Philadelphia Phoenix,AUDL 2017,Martin
2443,Philadelphia Phoenix,AUDL 2018,Martin
2444,Philadelphia Phoenix,AUDL 2018,Masino
2445,Philadelphia Phoenix,AUDL 2018,Mehta
2446,Philadelphia Phoenix,AUDL 2016,Merch
2447,Philadelphia Phoenix,AUDL 2015,Michel M
2448,Philadelphia Phoenix,AUDL 2014,Mike R
2449,Philadelphia Phoenix,AUDL 2015,Morgan S
2450,Philadelphia Phoenix,AUDL 2017,Mott
2451,Philadelphia Phoenix,AUDL 2015,Mott S
2452,Philadelphia Phoenix,AUDL 2018,N. Patel
2453,Philadelphia Phoenix,AUDL 2016,Nard
2454,Philadelphia Phoenix,AUDL 2017,Nard
2455,Philadelphia Phoenix,AUDL 2015,Nardel E
2456,Philadelphia Phoenix,AUDL 2017,Nelson
2457,Philadelphia Phoenix,AUDL 2015,Ng S
2458,Philadelphia Phoenix,AUDL 2016,Nintendo
2459,Philadelphia Phoenix,AUDL 2018,Nugent
2460,Philadelphia Phoenix,AUDL 2015,OConne J
2461,Philadelphia Phoenix,AUDL 2015,Palumb J
2462,Philadelphia Phoenix,AUDL 2018,Pastor
2463,Philadelphia Phoenix,AUDL 2015,Patel N
2464,Philadelphia Phoenix,AUDL 2017,Patten
2465,Philadelphia Phoenix,AUDL 2017,Paul K
2466,Philadelphia Phoenix,AUDL 2015,Peck E
2467,Philadelphia Phoenix,AUDL 2015,Peezic S
2468,Philadelphia Phoenix,AUDL 2016,Peezick
2469,Philadelphia Phoenix,AUDL 2018,Pollard
2470,Philadelphia Phoenix,AUDL 2017,Poole
2471,Philadelphia Phoenix,AUDL 2017,Quinn H
2472,Philadelphia Phoenix,AUDL 2018,R. Brown
2473,Philadelphia Phoenix,AUDL 2018,Reydams
2474,Philadelphia Phoenix,AUDL 2016,Riggs
2475,Philadelphia Phoenix,AUDL 2015,Robert A
2476,Philadelphia Phoenix,AUDL 2017,Roman
2477,Philadelphia Phoenix,AUDL 2017,Rosso
2478,Philadelphia Phoenix,AUDL 2015,Rosso S
2479,Philadelphia Phoenix,AUDL 2017,Ryan B
2480,Philadelphia Phoenix,AUDL 2014,Ryan F
2481,Philadelphia Phoenix,AUDL 2018,S. Mott
2482,Philadelphia Phoenix,AUDL 2018,S. Xu
2483,Philadelphia Phoenix,AUDL 2016,S.Magerr
2484,Philadelphia Phoenix,AUDL 2014,Sam E
2485,Philadelphia Phoenix,AUDL 2014,Sam M
2486,Philadelphia Phoenix,AUDL 2016,Schlate
2487,Philadelphia Phoenix,AUDL 2014,Schuyler R
2488,Philadelphia Phoenix,AUDL 2017,Scottie
2489,Philadelphia Phoenix,AUDL 2014,Sean M
2490,Philadelphia Phoenix,AUDL 2015,Seyler J
2491,Philadelphia Phoenix,AUDL 2016,Sharky
2492,Philadelphia Phoenix,AUDL 2016,Shaw
2493,Philadelphia Phoenix,AUDL 2015,Sisto J
2494,Philadelphia Phoenix,AUDL 2017,Spiva
2495,Philadelphia Phoenix,AUDL 2017,StNg
2496,Philadelphia Phoenix,AUDL 2015,Startz C
2497,Philadelphia Phoenix,AUDL 2014,Steve N
2498,Philadelphia Phoenix,AUDL 2014,Steve R
2499,Philadelphia Phoenix,AUDL 2016,Sting
2500,Philadelphia Phoenix,AUDL 2016,Strouse
2501,Philadelphia Phoenix,AUDL 2018,Strouse
2502,Philadelphia Phoenix,AUDL 2016,Sullivan
2503,Philadelphia Phoenix,AUDL 2017,Sullivan
2504,Philadelphia Phoenix,AUDL 2016,TallPaul
2505,Philadelphia Phoenix,AUDL 2016,Taylor
2506,Philadelphia Phoenix,AUDL 2014,Tom A
2507,Philadelphia Phoenix,AUDL 2017,Trey
2508,Philadelphia Phoenix,AUDL 2018,Vaughn
2509,Philadelphia Phoenix,AUDL 2016,Venose
2510,Philadelphia Phoenix,AUDL 2018,Weaver
2511,Philadelphia Phoenix,AUDL 2015,Weinbe C
2512,Philadelphia Phoenix,AUDL 2018,Wenzel
2513,Philadelphia Phoenix,AUDL 2014,Will H
2514,Philadelphia Phoenix,AUDL 2015,Willia B
2515,Philadelphia Phoenix,AUDL 2016,Wolf
2516,Philadelphia Phoenix,AUDL 2015,Wolf K
2517,Philadelphia Phoenix,AUDL 2016,ZacSands
2518,Pittsburgh Thunderbirds,AUDL 2017,Akyuz T
2519,Pittsburgh Thunderbirds,AUDL 2018,Angele D
2520,Pittsburgh Thunderbirds,AUDL 2016,Bansfi J
2521,Pittsburgh Thunderbirds,AUDL 2015,Beards E
2522,Pittsburgh Thunderbirds,AUDL 2016,Beards E
2523,Pittsburgh Thunderbirds,AUDL 2017,Beards E
2524,Pittsburgh Thunderbirds,AUDL 2018,Beards E
2525,Pittsburgh Thunderbirds,AUDL 2015,Bechis D
2526,Pittsburgh Thunderbirds,AUDL 2015,Brenen C
2527,Pittsburgh Thunderbirds,AUDL 2016,Brenen C
2528,Pittsburgh Thunderbirds,AUDL 2016,Buss A
2529,Pittsburgh Thunderbirds,AUDL 2017,Buss A
2530,Pittsburgh Thunderbirds,AUDL 2018,Buss J
2531,Pittsburgh Thunderbirds,AUDL 2017,Byrnes Z
2532,Pittsburgh Thunderbirds,AUDL 2018,Cicion R
2533,Pittsburgh Thunderbirds,AUDL 2016,Cihon M
2534,Pittsburgh Thunderbirds,AUDL 2018,Cooper M
2535,Pittsburgh Thunderbirds,AUDL 2017,Crowe- A
2536,Pittsburgh Thunderbirds,AUDL 2015,DeAmic J
2537,Pittsburgh Thunderbirds,AUDL 2016,DeAmic J
2538,Pittsburgh Thunderbirds,AUDL 2017,DeAmic J
2539,Pittsburgh Thunderbirds,AUDL 2018,DeAmic J
2540,Pittsburgh Thunderbirds,AUDL 2015,DeGiro T
2541,Pittsburgh Thunderbirds,AUDL 2017,DeGiro T
2542,Pittsburgh Thunderbirds,AUDL 2015,Delgad F
2543,Pittsburgh Thunderbirds,AUDL 2018,Delgad F
2544,Pittsburgh Thunderbirds,AUDL 2017,Devarj V
2545,Pittsburgh Thunderbirds,AUDL 2018,Diatta M
2546,Pittsburgh Thunderbirds,AUDL 2015,Dulabo R
2547,Pittsburgh Thunderbirds,AUDL 2016,Dulabo R
2548,Pittsburgh Thunderbirds,AUDL 2015,Earles P
2549,Pittsburgh Thunderbirds,AUDL 2016,Earles P
2550,Pittsburgh Thunderbirds,AUDL 2017,Earles P
2551,Pittsburgh Thunderbirds,AUDL 2017,Edmond T
2552,Pittsburgh Thunderbirds,AUDL 2016,Engel A
2553,Pittsburgh Thunderbirds,AUDL 2017,Evans J
2554,Pittsburgh Thunderbirds,AUDL 2015,Fedore M
2555,Pittsburgh Thunderbirds,AUDL 2016,Fedore M
2556,Pittsburgh Thunderbirds,AUDL 2017,Fedore M
2557,Pittsburgh Thunderbirds,AUDL 2018,Fedore M
2558,Pittsburgh Thunderbirds,AUDL 2017,Furdel K
2559,Pittsburgh Thunderbirds,AUDL 2018,Furdel K
2560,Pittsburgh Thunderbirds,AUDL 2017,Gardne A
2561,Pittsburgh Thunderbirds,AUDL 2018,Gardne A
2562,Pittsburgh Thunderbirds,AUDL 2016,Gardner
2563,Pittsburgh Thunderbirds,AUDL 2017,Giglio N
2564,Pittsburgh Thunderbirds,AUDL 2018,Graber C
2565,Pittsburgh Thunderbirds,AUDL 2015,Greeno J
2566,Pittsburgh Thunderbirds,AUDL 2016,Hammon P
2567,Pittsburgh Thunderbirds,AUDL 2017,Hammon P
2568,Pittsburgh Thunderbirds,AUDL 2018,Hammon P
2569,Pittsburgh Thunderbirds,AUDL 2016,Hartl- K
2570,Pittsburgh Thunderbirds,AUDL 2016,Haser
2571,Pittsburgh Thunderbirds,AUDL 2015,Haser N
2572,Pittsburgh Thunderbirds,AUDL 2016,Haser- N
2573,Pittsburgh Thunderbirds,AUDL 2017,Heffer J
2574,Pittsburgh Thunderbirds,AUDL 2018,Heffer J
2575,Pittsburgh Thunderbirds,AUDL 2016,Highsm J
2576,Pittsburgh Thunderbirds,AUDL 2015,Hritz M
2577,Pittsburgh Thunderbirds,AUDL 2016,Ismith
2578,Pittsburgh Thunderbirds,AUDL 2015,Kaczma N
2579,Pittsburgh Thunderbirds,AUDL 2016,Kaczma N
2580,Pittsburgh Thunderbirds,AUDL 2018,Kahn A
2581,Pittsburgh Thunderbirds,AUDL 2018,Kincai J
2582,Pittsburgh Thunderbirds,AUDL 2016,Kinkai J
2583,Pittsburgh Thunderbirds,AUDL 2016,Kunsa T
2584,Pittsburgh Thunderbirds,AUDL 2016,Marmen J
2585,Pittsburgh Thunderbirds,AUDL 2017,Marmer J
2586,Pittsburgh Thunderbirds,AUDL 2015,Mast J
2587,Pittsburgh Thunderbirds,AUDL 2017,Mast J
2588,Pittsburgh Thunderbirds,AUDL 2018,Mast J
2589,Pittsburgh Thunderbirds,AUDL 2016,Mast- J
2590,Pittsburgh Thunderbirds,AUDL 2017,Maxsta X
2591,Pittsburgh Thunderbirds,AUDL 2018,May S
2592,Pittsburgh Thunderbirds,AUDL 2018,McMull P
2593,Pittsburgh Thunderbirds,AUDL 2015,Mogiel S
2594,Pittsburgh Thunderbirds,AUDL 2017,Mogiel S
2595,Pittsburgh Thunderbirds,AUDL 2016,Moglie S
2596,Pittsburgh Thunderbirds,AUDL 2016,Morgen C
2597,Pittsburgh Thunderbirds,AUDL 2017,Morgen C
2598,Pittsburgh Thunderbirds,AUDL 2016,Ogren M
2599,Pittsburgh Thunderbirds,AUDL 2015,Pannon M
2600,Pittsburgh Thunderbirds,AUDL 2016,Pannon M
2601,Pittsburgh Thunderbirds,AUDL 2016,Peach
2602,Pittsburgh Thunderbirds,AUDL 2016,Peters E
2603,Pittsburgh Thunderbirds,AUDL 2018,Peters E
2604,Pittsburgh Thunderbirds,AUDL 2015,Pitts C
2605,Pittsburgh Thunderbirds,AUDL 2015,RaniiD M
2606,Pittsburgh Thunderbirds,AUDL 2018,Raslan A
2607,Pittsburgh Thunderbirds,AUDL 2016,Red
2608,Pittsburgh Thunderbirds,AUDL 2015,Repper A
2609,Pittsburgh Thunderbirds,AUDL 2016,Repper A
2610,Pittsburgh Thunderbirds,AUDL 2017,Repper A
2611,Pittsburgh Thunderbirds,AUDL 2018,Repper S
2612,Pittsburgh Thunderbirds,AUDL 2017,Robarg J
2613,Pittsburgh Thunderbirds,AUDL 2018,Robarg J
2614,Pittsburgh Thunderbirds,AUDL 2018,Robin- N
2615,Pittsburgh Thunderbirds,AUDL 2018,Rosen L
2616,Pittsburgh Thunderbirds,AUDL 2017,Rovner J
2617,Pittsburgh Thunderbirds,AUDL 2015,Saul I
2618,Pittsburgh Thunderbirds,AUDL 2016,Saul I
2619,Pittsburgh Thunderbirds,AUDL 2015,Schure S
2620,Pittsburgh Thunderbirds,AUDL 2015,Sheppa M
2621,Pittsburgh Thunderbirds,AUDL 2016,Sheppa M
2622,Pittsburgh Thunderbirds,AUDL 2017,Sheppa M
2623,Pittsburgh Thunderbirds,AUDL 2018,Sheppa M
2624,Pittsburgh Thunderbirds,AUDL 2015,Shultz D
2625,Pittsburgh Thunderbirds,AUDL 2016,Slevi- J
2626,Pittsburgh Thunderbirds,AUDL 2015,Slevin J
2627,Pittsburgh Thunderbirds,AUDL 2017,Slevin J
2628,Pittsburgh Thunderbirds,AUDL 2017,Smith I
2629,Pittsburgh Thunderbirds,AUDL 2016,Smith J
2630,Pittsburgh Thunderbirds,AUDL 2016,Thaw M
2631,Pittsburgh Thunderbirds,AUDL 2016,Thomas A
2632,Pittsburgh Thunderbirds,AUDL 2017,Thomas A
2633,Pittsburgh Thunderbirds,AUDL 2018,Thomas A
2634,Pittsburgh Thunderbirds,AUDL 2015,Thomas B
2635,Pittsburgh Thunderbirds,AUDL 2015,Thorn- M
2636,Pittsburgh Thunderbirds,AUDL 2015,Thorne A
2637,Pittsburgh Thunderbirds,AUDL 2016,Thorne A
2638,Pittsburgh Thunderbirds,AUDL 2015,Thorne M
2639,Pittsburgh Thunderbirds,AUDL 2017,Thorne M
2640,Pittsburgh Thunderbirds,AUDL 2017,Towle J
2641,Pittsburgh Thunderbirds,AUDL 2018,Towle J
2642,Pittsburgh Thunderbirds,AUDL 2016,Towle- J
2643,Pittsburgh Thunderbirds,AUDL 2016,Tranq- D
2644,Pittsburgh Thunderbirds,AUDL 2017,Tranqu D
2645,Pittsburgh Thunderbirds,AUDL 2018,Tranqu D
2646,Pittsburgh Thunderbirds,AUDL 2018,Tranqu V
2647,Pittsburgh Thunderbirds,AUDL 2015,Trimbl S
2648,Pittsburgh Thunderbirds,AUDL 2016,Trimbl S
2649,Pittsburgh Thunderbirds,AUDL 2017,Trimbl S
2650,Pittsburgh Thunderbirds,AUDL 2018,Trimbl S
2651,Pittsburgh Thunderbirds,AUDL 2017,Tsung J
2652,Pittsburgh Thunderbirds,AUDL 2016,VanDu- S
2653,Pittsburgh Thunderbirds,AUDL 2017,VanDus S
2654,Pittsburgh Thunderbirds,AUDL 2018,VanDus S
2655,Pittsburgh Thunderbirds,AUDL 2015,VanNes M
2656,Pittsburgh Thunderbirds,AUDL 2015,Vatz D
2657,Pittsburgh Thunderbirds,AUDL 2016,Vatz D
2658,Pittsburgh Thunderbirds,AUDL 2017,Vatz D
2659,Pittsburgh Thunderbirds,AUDL 2018,Vatz D
2660,Pittsburgh Thunderbirds,AUDL 2015,Watson A
2661,Pittsburgh Thunderbirds,AUDL 2016,Watson A
2662,Pittsburgh Thunderbirds,AUDL 2017,Watson A
2663,Pittsburgh Thunderbirds,AUDL 2018,Watt O
2664,Pittsburgh Thunderbirds,AUDL 2015,Wissel T
2665,Pittsburgh Thunderbirds,AUDL 2016,Wissel T
2666,Pittsburgh Thunderbirds,AUDL 2017,Wissel T
2667,Pittsburgh Thunderbirds,AUDL 2016,Wood C
2668,Pittsburgh Thunderbirds,AUDL 2015,Zarobi E
2669,Raleigh Flyers,AUDL 2015,Allen J
2670,Raleigh Flyers,AUDL 2016,Allen J
2671,Raleigh Flyers,AUDL 2016,Allen K
2672,Raleigh Flyers,AUDL 2017,AllenJus
2673,Raleigh Flyers,AUDL 2018,AllenJus
2674,Raleigh Flyers,AUDL 2017,AllenKir
2675,Raleigh Flyers,AUDL 2018,AllenKir
2676,Raleigh Flyers,AUDL 2016,Baer M
2677,Raleigh Flyers,AUDL 2018,BallMike
2678,Raleigh Flyers,AUDL 2016,Bender J
2679,Raleigh Flyers,AUDL 2015,Bender S
2680,Raleigh Flyers,AUDL 2016,Bender S
2681,Raleigh Flyers,AUDL 2017,BodeMatt
