,Teamname,Tournament,Username,PlayerName
1976,Nashville NightWatch,AUDL 2018,Heacock,Ford Heacock
1977,Nashville NightWatch,AUDL 2015,Heath T,
1978,Nashville NightWatch,AUDL 2017,J Moore,Justin Moore
1979,Nashville NightWatch,AUDL 2016,J. Meade,
1980,Nashville NightWatch,AUDL 2016,J. Ortiz,
1981,Nashville NightWatch,AUDL 2016,J.Moore,
1982,Nashville NightWatch,AUDL 2018,Jaime,Eli Jaime
1983,Nashville NightWatch,AUDL 2017,Jake W,Jake Wright
1984,Nashville NightWatch,AUDL 2017,Javi,Javier Ortiz
1985,Nashville NightWatch,AUDL 2016,Javier,Javier Ortiz
1986,Nashville NightWatch,AUDL 2017,Jesse D,Jesse Dahms
1987,Nashville NightWatch,AUDL 2017,Jesse S,Jesse Shofner
1988,Nashville NightWatch,AUDL 2017,Justin,Justin Moore
1989,Nashville NightWatch,AUDL 2017,Justin S,
1990,Nashville NightWatch,AUDL 2017,Kyle W,Kyle Welch
1991,Nashville NightWatch,AUDL 2016,Lally,Paul Lally
1992,Nashville NightWatch,AUDL 2018,Lally,Paul Lally
1993,Nashville NightWatch,AUDL 2015,Lally P,
1994,Nashville NightWatch,AUDL 2017,Lindsey,Patrick Lindsey
1995,Nashville NightWatch,AUDL 2016,Mac,Mac McClellan
1996,Nashville NightWatch,AUDL 2018,Mac,Mac McClellan
1997,Nashville NightWatch,AUDL 2017,Mac m,Mac McClellan
1998,Nashville NightWatch,AUDL 2017,Mark,Mark Philipson
1999,Nashville NightWatch,AUDL 2015,Markle R,
2000,Nashville NightWatch,AUDL 2017,Matt R,Matt Russnogle
2001,Nashville NightWatch,AUDL 2018,Matt R.,Matt Russnogle
2002,Nashville NightWatch,AUDL 2017,Matt Rus,Matt Russnogle
2003,Nashville NightWatch,AUDL 2015,McClel M,
2004,Nashville NightWatch,AUDL 2017,Mike D,
2005,Nashville NightWatch,AUDL 2018,Moore,Josh Moore
2006,Nashville NightWatch,AUDL 2015,Moore J,Josh Moore
2007,Nashville NightWatch,AUDL 2018,Ortiz,Javier Ortiz
2008,Nashville NightWatch,AUDL 2015,Ortiz J,Javier Ortiz
2009,Nashville NightWatch,AUDL 2016,P. Lally,
2010,Nashville NightWatch,AUDL 2016,Paicely,
2011,Nashville NightWatch,AUDL 2018,Parris,Benjamin Parris
2012,Nashville NightWatch,AUDL 2017,PatrickD,Patrick Dougherty
2013,Nashville NightWatch,AUDL 2018,Payne,Xavier Payne
2014,Nashville NightWatch,AUDL 2016,Peak,
2015,Nashville NightWatch,AUDL 2015,Pepper N,
2016,Nashville NightWatch,AUDL 2016,Peppers,
2017,Nashville NightWatch,AUDL 2018,Petty,Zac Petty
2018,Nashville NightWatch,AUDL 2016,Phil D,Phillip Dougherty
2019,Nashville NightWatch,AUDL 2017,Phil D,Phillip Dougherty
2020,Nashville NightWatch,AUDL 2018,Phil D.,Phil Dougherty
2021,Nashville NightWatch,AUDL 2016,Pierce,
2022,Nashville NightWatch,AUDL 2018,Poulos,Stephen Poulos
2023,Nashville NightWatch,AUDL 2015,Radcli T,
2024,Nashville NightWatch,AUDL 2016,Radcliff,Tom Radcliffe
2025,Nashville NightWatch,AUDL 2017,Radcliff,Tom Radcliffe
2026,Nashville NightWatch,AUDL 2016,Rae,
2027,Nashville NightWatch,AUDL 2016,Ray D,Ray Davenport
2028,Nashville NightWatch,AUDL 2017,Ray D,Ray Davenport
2029,Nashville NightWatch,AUDL 2015,Reed D,
2030,Nashville NightWatch,AUDL 2017,Robert H,
2031,Nashville NightWatch,AUDL 2018,Russnog,Matt Russnogle
2032,Nashville NightWatch,AUDL 2015,Sansbu B,
2033,Nashville NightWatch,AUDL 2018,Schroder,Justin Schroeder
2034,Nashville NightWatch,AUDL 2018,Seay,Ryan Seay
2035,Nashville NightWatch,AUDL 2016,Sjostrom,
2036,Nashville NightWatch,AUDL 2017,Slater,Matthew Gallin
2037,Nashville NightWatch,AUDL 2018,Snook,Cameron Snook
2038,Nashville NightWatch,AUDL 2016,Stewart,
2039,Nashville NightWatch,AUDL 2015,Strass F,
2040,Nashville NightWatch,AUDL 2016,Strasser,
2041,Nashville NightWatch,AUDL 2018,Stroble,
2042,Nashville NightWatch,AUDL 2016,Tannon,
2043,Nashville NightWatch,AUDL 2015,Terry K,
2044,Nashville NightWatch,AUDL 2016,Tom,
2045,Nashville NightWatch,AUDL 2015,Trett D,
2046,Nashville NightWatch,AUDL 2016,Venezia,
2047,Nashville NightWatch,AUDL 2016,Volz,
2048,Nashville NightWatch,AUDL 2015,Waldro B,
2049,Nashville NightWatch,AUDL 2016,Waldron,
2050,Nashville NightWatch,AUDL 2016,Welch,
2051,Nashville NightWatch,AUDL 2018,Wilkes,Sullivan Wilkes
2052,Nashville NightWatch,AUDL 2015,Willia E,
2053,Nashville NightWatch,AUDL 2018,Wilson,Garrett Wilson
2054,Nashville NightWatch,AUDL 2016,Wright,Jake Wright
2055,Nashville NightWatch,AUDL 2018,Wright,Jake Wright
2056,Nashville NightWatch,AUDL 2015,Wright J,
2057,Nashville NightWatch,AUDL 2015,Wu V,
2058,Nashville NightWatch,AUDL 2017,Xavier,Xavier Payne
2059,Nashville NightWatch,AUDL 2017,Z Avello,Zechariah Avello
2060,Nashville NightWatch,AUDL 2016,Z.Avello,
2061,New York Empire,AUDL 2018,Alladi S,Shashank Alladi
2062,New York Empire,AUDL 2016,Alorro J,Josh Alorro
2063,New York Empire,AUDL 2017,Alorro J,Josh Alorro
2064,New York Empire,AUDL 2018,Alorro J,Josh Alorro
2065,New York Empire,AUDL 2015,Aulett M,Matt Auletta
2066,New York Empire,AUDL 2016,Aulett M,Matt Auletta
2067,New York Empire,AUDL 2017,Aulett M,Matt Auletta
2068,New York Empire,AUDL 2018,Aulett M,Matt Auletta
2069,New York Empire,AUDL 2015,Awerbu B,
2070,New York Empire,AUDL 2016,Awerbu B,
2071,New York Empire,AUDL 2015,Babbin J,
2072,New York Empire,AUDL 2016,Babbin J,
2073,New York Empire,AUDL 2016,Babbit J,Jeff Babbitt
2074,New York Empire,AUDL 2017,Babbit J,Jeff Babbitt
2075,New York Empire,AUDL 2018,Babbit J,Jeff Babbitt
2076,New York Empire,AUDL 2015,Baum M,
2077,New York Empire,AUDL 2015,Bemis E,
2078,New York Empire,AUDL 2016,Bemis E,
2079,New York Empire,AUDL 2014,Ben I,
2080,New York Empire,AUDL 2014,Billy K,
2081,New York Empire,AUDL 2014,Brenda A,
2082,New York Empire,AUDL 2015,Brooks T,Taylor Brooks
2083,New York Empire,AUDL 2016,Brooks T,Taylor Brooks
2084,New York Empire,AUDL 2017,Brooks T,Taylor Brooks
2085,New York Empire,AUDL 2018,Brownl M,Marques Brownlee
2086,New York Empire,AUDL 2015,Bryant I,Isaiah Bryant
2087,New York Empire,AUDL 2017,Bryant I,Isaiah Bryant
2088,New York Empire,AUDL 2016,Cofer C,Clark Cofer
2089,New York Empire,AUDL 2017,Cofer C,Clark Cofer
2090,New York Empire,AUDL 2017,Cox C,Craig Cox
2091,New York Empire,AUDL 2014,Dennis M,
2092,New York Empire,AUDL 2014,Derek Y,
2093,New York Empire,AUDL 2015,Dixon G,
2094,New York Empire,AUDL 2016,Dixon G,
2095,New York Empire,AUDL 2018,Doyle L,Lauren Doyle
2096,New York Empire,AUDL 2015,Drost M,Mike Drost
2097,New York Empire,AUDL 2016,Drost M,Mike Drost
2098,New York Empire,AUDL 2017,Drost M,Mike Drost
2099,New York Empire,AUDL 2018,Drost M,Mike Drost
2100,New York Empire,AUDL 2015,Drost R,Ryan Drost
2101,New York Empire,AUDL 2016,Drost R,Ryan Drost
2102,New York Empire,AUDL 2017,Drost R,Ryan Drost
2103,New York Empire,AUDL 2018,Drost R,Ryan Drost
2104,New York Empire,AUDL 2014,Eliot B,
2105,New York Empire,AUDL 2015,Farrel T,
2106,New York Empire,AUDL 2015,Flint J,
2107,New York Empire,AUDL 2017,Garvey H,Harper Garvey
2108,New York Empire,AUDL 2018,Garvey H,Harper Garvey
2109,New York Empire,AUDL 2016,Geragh J,
2110,New York Empire,AUDL 2015,Guerin I,Ian Guerin
2111,New York Empire,AUDL 2016,Guerin I,Ian Guerin
2112,New York Empire,AUDL 2017,Guerin I,Ian Guerin
2113,New York Empire,AUDL 2017,Haskel T,Tyler Haskell
2114,New York Empire,AUDL 2016,Holmes R,Ryan Holmes
2115,New York Empire,AUDL 2017,Holmes R,Ryan Holmes
2116,New York Empire,AUDL 2018,Holmes R,Ryan Holmes
2117,New York Empire,AUDL 2014,Isaac S,
2118,New York Empire,AUDL 2014,Isaiah B,
2119,New York Empire,AUDL 2018,Isik A,Alexander Isik
2120,New York Empire,AUDL 2015,Ivers B,Ben Ivers
2121,New York Empire,AUDL 2016,Ivers B,Ben Ivers
2122,New York Empire,AUDL 2017,Ivers B,Ben Ivers
2123,New York Empire,AUDL 2017,Jagt B,Ben Jagt
2124,New York Empire,AUDL 2018,Jagt B,Ben Jagt
2125,New York Empire,AUDL 2014,Jaime P,
2126,New York Empire,AUDL 2014,Jesse L,
2127,New York Empire,AUDL 2014,Joe B,
2128,New York Empire,AUDL 2014,Joe O,
2129,New York Empire,AUDL 2014,Joe S,
2130,New York Empire,AUDL 2014,John I,
2131,New York Empire,AUDL 2014,Justin A,
2132,New York Empire,AUDL 2017,Kalmak P,Peter Kalmakis
2133,New York Empire,AUDL 2018,Kalmak P,Peter Kalmakis
2134,New York Empire,AUDL 2015,Katz B,Ben Katz
2135,New York Empire,AUDL 2016,Katz B,Ben Katz
2136,New York Empire,AUDL 2018,Katz B,Ben Katz
2137,New York Empire,AUDL 2016,Keegan S,Sean Keegan
2138,New York Empire,AUDL 2017,Keegan S,Sean Keegan
2139,New York Empire,AUDL 2014,Kevin V,
2140,New York Empire,AUDL 2018,Kittre B,Beau Kittredge
2141,New York Empire,AUDL 2017,Kline C,Conor Kline
2142,New York Empire,AUDL 2018,Kline C,Conor Kline
2143,New York Empire,AUDL 2016,Kocher C,Chris Kocher
2144,New York Empire,AUDL 2017,Kocher C,Chris Kocher
2145,New York Empire,AUDL 2016,Komino T,Tim Kominos
2146,New York Empire,AUDL 2017,Komino T,Tim Kominos
2147,New York Empire,AUDL 2018,Komino T,Tim Kominos
2148,New York Empire,AUDL 2016,Kuzmow M,Markian Kuzmowycz
2149,New York Empire,AUDL 2017,Kuzmow M,Markian Kuzmowycz
2150,New York Empire,AUDL 2015,LeMar M,Matt LeMar
2151,New York Empire,AUDL 2018,LeMar M,Matt LeMar
2152,New York Empire,AUDL 2018,Lee E,Elliot Lee
2153,New York Empire,AUDL 2016,Lemar M,Matt Lemar
2154,New York Empire,AUDL 2017,Lemar M,Matt Lemar
2155,New York Empire,AUDL 2014,Lionel W,
2156,New York Empire,AUDL 2017,Little S,Sam Little
2157,New York Empire,AUDL 2015,Ludwig K,
2158,New York Empire,AUDL 2017,Ludwig K,
2159,New York Empire,AUDL 2015,Marsh J,
2160,New York Empire,AUDL 2014,Matt A,
2161,New York Empire,AUDL 2014,Matt B,
2162,New York Empire,AUDL 2014,Matt L,Matt LeMar
2163,New York Empire,AUDL 2014,Matt S,
2164,New York Empire,AUDL 2016,Mazur C,Chris Mazur
2165,New York Empire,AUDL 2015,McLaug B,
2166,New York Empire,AUDL 2014,Michae A,
2167,New York Empire,AUDL 2018,Mieser J,Jibran Mieser
2168,New York Empire,AUDL 2014,Mike D,
2169,New York Empire,AUDL 2016,Murphy O,
2170,New York Empire,AUDL 2014,Noah S,
2171,New York Empire,AUDL 2016,Norton K,Kevin Norton
2172,New York Empire,AUDL 2017,Norton K,Kevin Norton
2173,New York Empire,AUDL 2015,Ouelle J,Joe Ouellette
2174,New York Empire,AUDL 2016,Ouelle J,Joe Ouellette
2175,New York Empire,AUDL 2018,Ouelle J,Joe Ouellette
2176,New York Empire,AUDL 2016,Pepper L,
2177,New York Empire,AUDL 2016,Perez J,
2178,New York Empire,AUDL 2017,Price J,Jake Price
2179,New York Empire,AUDL 2018,Price J,Jake Price
2180,New York Empire,AUDL 2014,Ross W,
2181,New York Empire,AUDL 2014,Ryan D,
2182,New York Empire,AUDL 2018,Saffa R,Ryan Saffa
2183,New York Empire,AUDL 2014,Sam T,
2184,New York Empire,AUDL 2016,Santos J,
2185,New York Empire,AUDL 2017,Schlor C,Conrad Schloer
2186,New York Empire,AUDL 2014,Sean C,
2187,New York Empire,AUDL 2014,Seth C,
2188,New York Empire,AUDL 2015,Skware K,
2189,New York Empire,AUDL 2015,Snyder M,
2190,New York Empire,AUDL 2018,Spielm B,Benjamin Spielman
2191,New York Empire,AUDL 2018,Stanto T,TJ Stanton
2192,New York Empire,AUDL 2014,Stephe P,
2193,New York Empire,AUDL 2015,Steven M,Matt Stevens
2194,New York Empire,AUDL 2016,Steven M,Matt Stevens
2195,New York Empire,AUDL 2017,Steven M,Matt Stevens
2196,New York Empire,AUDL 2018,Steven M,Matt Stevens
2197,New York Empire,AUDL 2014,Taylor B,
2198,New York Empire,AUDL 2015,Taylor S,Sam Taylor
2199,New York Empire,AUDL 2016,Taylor S,Sam Taylor
2200,New York Empire,AUDL 2017,Taylor S,Sam Taylor
2201,New York Empire,AUDL 2018,To Nori,Noriaki To
2202,New York Empire,AUDL 2015,Ward R,Ross Ward
2203,New York Empire,AUDL 2016,Ward R,Ross Ward
2204,New York Empire,AUDL 2017,Ward R,Ross Ward
2205,New York Empire,AUDL 2018,Ward R,Ross Ward
2206,New York Empire,AUDL 2015,Weiner M,Matt Wiener
2207,New York Empire,AUDL 2018,Weintr M,Matt Weintraub
2208,New York Empire,AUDL 2017,Weng F,Frank Weng
2209,New York Empire,AUDL 2018,Weng F,Frank Weng
2210,New York Empire,AUDL 2016,Wiener M,Matt Wiener
2211,New York Empire,AUDL 2017,Wiener M,Matt Wiener
2212,New York Empire,AUDL 2015,Wilkes A,
2213,New York Empire,AUDL 2015,Wining L,
2214,New York Empire,AUDL 2016,Wining L,
2215,New York Empire,AUDL 2016,Wodatc J,John Wodatch
2216,New York Empire,AUDL 2017,Wodatc J,John Wodatch
2217,New York Empire,AUDL 2015,Ye R,Ruo Ye
2218,New York Empire,AUDL 2016,Ye R,Ruo Ye
2219,New York Empire,AUDL 2017,Ye R,Ruo Ye
2220,New York Empire,AUDL 2018,Ye R,Ruo Ye
2221,New York Empire,AUDL 2015,Yz I,
2222,New York Empire,AUDL 2018,Zalk A,Alexi Zalk
2223,Ottawa Outlaws,AUDL 2018,Adam O'D,Adam O'Donnell
2224,Ottawa Outlaws,AUDL 2018,Aidan H,Aidan Hayter
2225,Ottawa Outlaws,AUDL 2016,Alec A,Alec Arsenault
2226,Ottawa Outlaws,AUDL 2017,Alec A,Alec Arsenault
2227,Ottawa Outlaws,AUDL 2018,Alec A,Alec Arsenault
2228,Ottawa Outlaws,AUDL 2015,AlexandD,
2229,Ottawa Outlaws,AUDL 2015,AlexandK,
2230,Ottawa Outlaws,AUDL 2016,Andy C,
2231,Ottawa Outlaws,AUDL 2016,Andy O,Andrew Ouchterlony
2232,Ottawa Outlaws,AUDL 2017,Andy O,Andrew Ouchterlony
2233,Ottawa Outlaws,AUDL 2018,Andy O,Andrew Ouchterlony
2234,Ottawa Outlaws,AUDL 2015,ArsenauA,Alec Arsenault
2235,Ottawa Outlaws,AUDL 2018,Ben,
2236,Ottawa Outlaws,AUDL 2015,BergM,
2237,Ottawa Outlaws,AUDL 2017,Bevan,Geoff Bevan
2238,Ottawa Outlaws,AUDL 2015,BlackstL,
2239,Ottawa Outlaws,AUDL 2015,BoucherN,Nick Boucher
2240,Ottawa Outlaws,AUDL 2016,Bryce R,Bryce Ring
2241,Ottawa Outlaws,AUDL 2018,Bryce R,Bryce Ring
2242,Ottawa Outlaws,AUDL 2017,Carson T,Carson Turner
2243,Ottawa Outlaws,AUDL 2018,Carson T,Carson Turner
2244,Ottawa Outlaws,AUDL 2016,Colin F,Colin Froats
2245,Ottawa Outlaws,AUDL 2017,Colin F,Colin Froats
2246,Ottawa Outlaws,AUDL 2018,Colin F,Colin Froats
2247,Ottawa Outlaws,AUDL 2016,Colin G,
2248,Ottawa Outlaws,AUDL 2016,Cooper B,Cooper Brotman
2249,Ottawa Outlaws,AUDL 2017,Cooper B,Cooper Brotman
2250,Ottawa Outlaws,AUDL 2015,CoreyA,
2251,Ottawa Outlaws,AUDL 2016,Craig F,Craig Froats
2252,Ottawa Outlaws,AUDL 2017,Craig F,Craig Froats
2253,Ottawa Outlaws,AUDL 2016,DJ,David Janssen
2254,Ottawa Outlaws,AUDL 2017,DJ,David Janssen
2255,Ottawa Outlaws,AUDL 2017,Dave H,David Hochhalter
2256,Ottawa Outlaws,AUDL 2018,David C,David Colic
2257,Ottawa Outlaws,AUDL 2016,Derek A,Derek Alexander
2258,Ottawa Outlaws,AUDL 2017,Derek A,Derek Alexander
2259,Ottawa Outlaws,AUDL 2018,Derek A,Derek Alexander
2260,Ottawa Outlaws,AUDL 2017,Erik H,Erik Hunter
2261,Ottawa Outlaws,AUDL 2018,Erik H,Erik Hunter
2262,Ottawa Outlaws,AUDL 2018,EtienneB,Etienne Blaszkewycz
2263,Ottawa Outlaws,AUDL 2015,ForestNL,
2264,Ottawa Outlaws,AUDL 2015,FroatsC,
2265,Ottawa Outlaws,AUDL 2015,GeeK,
2266,Ottawa Outlaws,AUDL 2016,Geoff B,Geoff Bevan
2267,Ottawa Outlaws,AUDL 2018,Geoff B,Geoff Bevan
2268,Ottawa Outlaws,AUDL 2015,GoodkeyM,
2269,Ottawa Outlaws,AUDL 2015,GreenC,
2270,Ottawa Outlaws,AUDL 2018,Greg E,Greg Ellis
2271,Ottawa Outlaws,AUDL 2015,HaigJ,
2272,Ottawa Outlaws,AUDL 2016,Harrison,
2273,Ottawa Outlaws,AUDL 2015,HillJ,
2274,Ottawa Outlaws,AUDL 2015,HogelM,
2275,Ottawa Outlaws,AUDL 2015,JanssenD,
2276,Ottawa Outlaws,AUDL 2017,Jason D,Jason Duiella
2277,Ottawa Outlaws,AUDL 2016,Jeremy H,
2278,Ottawa Outlaws,AUDL 2017,Jeremy H,
2279,Ottawa Outlaws,AUDL 2018,JeremyH,Jeremy Hill
2280,Ottawa Outlaws,AUDL 2016,Jordan M,Jordan McGregor
2281,Ottawa Outlaws,AUDL 2017,Jordan M,Jordan McGregor
2282,Ottawa Outlaws,AUDL 2016,Karl L,Karl Loiseau
2283,Ottawa Outlaws,AUDL 2018,Karl L,Karl Loiseau
2284,Ottawa Outlaws,AUDL 2017,Ken,Ken Alexander
2285,Ottawa Outlaws,AUDL 2016,Ken A,Ken Alexander
2286,Ottawa Outlaws,AUDL 2018,Ken A,Ken Alexander
2287,Ottawa Outlaws,AUDL 2017,Khalid,
2288,Ottawa Outlaws,AUDL 2018,Khalid A,Khalid Al-Zahrani
2289,Ottawa Outlaws,AUDL 2016,Kielan W,
2290,Ottawa Outlaws,AUDL 2016,Kinley G,Kinley Gee
2291,Ottawa Outlaws,AUDL 2017,Kinley G,Kinley Gee
2292,Ottawa Outlaws,AUDL 2018,Kinley G,Kinley Gee
2293,Ottawa Outlaws,AUDL 2017,Kyle,
2294,Ottawa Outlaws,AUDL 2018,Kyle C,Kyle Cantal
2295,Ottawa Outlaws,AUDL 2016,Lance B,Lance Blackstock
2296,Ottawa Outlaws,AUDL 2018,Lance B,Lance Blackstock
2297,Ottawa Outlaws,AUDL 2016,Laurent,Laurent Loiseau
2298,Ottawa Outlaws,AUDL 2017,Laurent,Laurent Loiseau
2299,Ottawa Outlaws,AUDL 2018,LaurentA,Laurent Loiseau
2300,Ottawa Outlaws,AUDL 2018,LaurentL,Laurent Loiseau
2301,Ottawa Outlaws,AUDL 2015,LeeM,
2302,Ottawa Outlaws,AUDL 2015,LoiseauK,
2303,Ottawa Outlaws,AUDL 2015,LoiseauL,
2304,Ottawa Outlaws,AUDL 2017,Luca M,Luca Miglioretto
2305,Ottawa Outlaws,AUDL 2016,Luke P,
2306,Ottawa Outlaws,AUDL 2016,Lթon FN,
2307,Ottawa Outlaws,AUDL 2017,Lթon FN,
2308,Ottawa Outlaws,AUDL 2016,M Berg,
2309,Ottawa Outlaws,AUDL 2016,M Hogel,
2310,Ottawa Outlaws,AUDL 2018,M Lee,Mike Lee
2311,Ottawa Outlaws,AUDL 2016,M OBrien,Matt O'Brien
2312,Ottawa Outlaws,AUDL 2018,Matt O'B,Matt O'Brien
2313,Ottawa Outlaws,AUDL 2017,Matt OB,Matt O'Brien
2314,Ottawa Outlaws,AUDL 2015,McGregoJ,
2315,Ottawa Outlaws,AUDL 2016,Mike L,
2316,Ottawa Outlaws,AUDL 2017,Mike L,
2317,Ottawa Outlaws,AUDL 2016,Nick B,Nick Boucher
2318,Ottawa Outlaws,AUDL 2017,Nick B,Nick Boucher
2319,Ottawa Outlaws,AUDL 2018,Nick B,Nick Boucher
2320,Ottawa Outlaws,AUDL 2015,OuchterA,
2321,Ottawa Outlaws,AUDL 2017,Owen W,Owen Watt
2322,Ottawa Outlaws,AUDL 2016,P Mensah,Paul Mensah
2323,Ottawa Outlaws,AUDL 2016,P Renaud,Paul Renaud
2324,Ottawa Outlaws,AUDL 2018,PatrickK,Patrick Keenan
2325,Ottawa Outlaws,AUDL 2018,PatrickM,Patrick Mapp
2326,Ottawa Outlaws,AUDL 2017,Paul M,Paul Mensah
2327,Ottawa Outlaws,AUDL 2018,Paul M,Paul Mensah
2328,Ottawa Outlaws,AUDL 2017,Paul R,Paul Renaud
2329,Ottawa Outlaws,AUDL 2018,Paul R,Paul Renaud
2330,Ottawa Outlaws,AUDL 2015,PhelanL,
2331,Ottawa Outlaws,AUDL 2017,Pierre L,Pierre Lemerle
2332,Ottawa Outlaws,AUDL 2015,ProulxP,
2333,Ottawa Outlaws,AUDL 2015,RenaudP,
2334,Ottawa Outlaws,AUDL 2015,RingB,
2335,Ottawa Outlaws,AUDL 2016,Russ N,Russ Nicolls
2336,Ottawa Outlaws,AUDL 2017,Russ N,Russ Nicolls
2337,Ottawa Outlaws,AUDL 2018,Ryan W,
2338,Ottawa Outlaws,AUDL 2015,SchmidtR,
2339,Ottawa Outlaws,AUDL 2017,Scott,Scott Westwell
2340,Ottawa Outlaws,AUDL 2018,Scott G,
2341,Ottawa Outlaws,AUDL 2016,Scott W,
2342,Ottawa Outlaws,AUDL 2018,Tait B,
2343,Ottawa Outlaws,AUDL 2015,TurcottD,
2344,Ottawa Outlaws,AUDL 2017,Tyler S,Tyler Sadler
2345,Ottawa Outlaws,AUDL 2018,Tyler S,Tyler Sadler
2346,Ottawa Outlaws,AUDL 2015,WayK,
2347,Ottawa Outlaws,AUDL 2015,WestwelS,
2348,Philadelphia Phoenix,AUDL 2018,A. Miche,Allan Michel
2349,Philadelphia Phoenix,AUDL 2016,Aaron,Aaron Roberts
2350,Philadelphia Phoenix,AUDL 2017,Aaron,Aaron Roberts
2351,Philadelphia Phoenix,AUDL 2015,Allan R,
2352,Philadelphia Phoenix,AUDL 2015,Allen T,
2353,Philadelphia Phoenix,AUDL 2017,Andrew M,Andrew Manganelli
2354,Philadelphia Phoenix,AUDL 2014,Anthony B,
2355,Philadelphia Phoenix,AUDL 2017,Arcata,Mike Arcata
2356,Philadelphia Phoenix,AUDL 2018,Arcata,Mike Arcata
2357,Philadelphia Phoenix,AUDL 2018,B. Dunn,Brice Dunn
2358,Philadelphia Phoenix,AUDL 2016,BWill,
2359,Philadelphia Phoenix,AUDL 2018,Baer,David Baer
2360,Philadelphia Phoenix,AUDL 2018,Becker,Dustin Becker
2361,Philadelphia Phoenix,AUDL 2014,Ben B,
2362,Philadelphia Phoenix,AUDL 2016,Bertrand,
2363,Philadelphia Phoenix,AUDL 2017,Bobby,Robert Roos
2364,Philadelphia Phoenix,AUDL 2015,Bonell A,
2365,Philadelphia Phoenix,AUDL 2015,Brando,
2366,Philadelphia Phoenix,AUDL 2014,Brett S,
2367,Philadelphia Phoenix,AUDL 2014,Brian M,
2368,Philadelphia Phoenix,AUDL 2014,Brian T,
2369,Philadelphia Phoenix,AUDL 2016,Broome,
2370,Philadelphia Phoenix,AUDL 2017,Brownlee,Marques Brownlee
2371,Philadelphia Phoenix,AUDL 2015,Bushek A,
2372,Philadelphia Phoenix,AUDL 2018,Campy,Mike Campanella
2373,Philadelphia Phoenix,AUDL 2017,Cannon,Charles Cannon
2374,Philadelphia Phoenix,AUDL 2016,Carter,
2375,Philadelphia Phoenix,AUDL 2017,Casey,Casey Startzell
2376,Philadelphia Phoenix,AUDL 2014,Casey S,
2377,Philadelphia Phoenix,AUDL 2014,Chris S,
2378,Philadelphia Phoenix,AUDL 2018,Ciccoron,Jordan Ciccarone
2379,Philadelphia Phoenix,AUDL 2017,Colin,Colin Kochenash
2380,Philadelphia Phoenix,AUDL 2014,Colin S,
2381,Philadelphia Phoenix,AUDL 2018,Damiano,Dustin Damiano
2382,Philadelphia Phoenix,AUDL 2014,Danny B,
2383,Philadelphia Phoenix,AUDL 2014,Dave H,
2384,Philadelphia Phoenix,AUDL 2014,Dave K,
2385,Philadelphia Phoenix,AUDL 2018,Davies,Ben Davies
2386,Philadelphia Phoenix,AUDL 2016,Dean,
2387,Philadelphia Phoenix,AUDL 2018,Digorgio,Nicholas DiGiorgio
2388,Philadelphia Phoenix,AUDL 2018,Dmitry S,Dmitry Suvorov
2389,Philadelphia Phoenix,AUDL 2014,Dustin S,
2390,Philadelphia Phoenix,AUDL 2018,Dylan S,Dylan Smith
2391,Philadelphia Phoenix,AUDL 2018,E. Nard,Eric Nardelli
2392,Philadelphia Phoenix,AUDL 2018,E. Peck,Ethan Peck
2393,Philadelphia Phoenix,AUDL 2018,Eckardt,Miles Eckardt
2394,Philadelphia Phoenix,AUDL 2016,Eli,
2395,Philadelphia Phoenix,AUDL 2016,Eskin,
2396,Philadelphia Phoenix,AUDL 2015,Eskin Z,
2397,Philadelphia Phoenix,AUDL 2017,Esser,Matt Esser
2398,Philadelphia Phoenix,AUDL 2015,Esser S,
2399,Philadelphia Phoenix,AUDL 2014,Ethan P,
2400,Philadelphia Phoenix,AUDL 2016,Flamberg,
2401,Philadelphia Phoenix,AUDL 2015,Forste R,Ryan Forster
2402,Philadelphia Phoenix,AUDL 2016,Forster,Ryan Forster
2403,Philadelphia Phoenix,AUDL 2017,Forster,Ryan Forster
2404,Philadelphia Phoenix,AUDL 2018,Fortin,Ethan Fortin
2405,Philadelphia Phoenix,AUDL 2015,Fortin E,
2406,Philadelphia Phoenix,AUDL 2016,Foster,
2407,Philadelphia Phoenix,AUDL 2014,Frank H,
2408,Philadelphia Phoenix,AUDL 2015,Franke G,
2409,Philadelphia Phoenix,AUDL 2016,Franky,
2410,Philadelphia Phoenix,AUDL 2015,Goldbe A,
2411,Philadelphia Phoenix,AUDL 2015,Hampso D,
2412,Philadelphia Phoenix,AUDL 2015,Harrit C,
2413,Philadelphia Phoenix,AUDL 2016,Harrity,
2414,Philadelphia Phoenix,AUDL 2016,Havi,
2415,Philadelphia Phoenix,AUDL 2016,Henkel,
2416,Philadelphia Phoenix,AUDL 2017,Hoehne,William Hoehne
2417,Philadelphia Phoenix,AUDL 2015,Hollow J,
2418,Philadelphia Phoenix,AUDL 2016,Holloway,
2419,Philadelphia Phoenix,AUDL 2017,Huels,Alan Huels
2420,Philadelphia Phoenix,AUDL 2018,Igor,Igor Smola
2421,Philadelphia Phoenix,AUDL 2014,Jeff K,
2422,Philadelphia Phoenix,AUDL 2014,Jonathan P,
2423,Philadelphia Phoenix,AUDL 2014,Jordan W,
2424,Philadelphia Phoenix,AUDL 2016,KDub,
2425,Philadelphia Phoenix,AUDL 2016,Kadesch,
2426,Philadelphia Phoenix,AUDL 2018,Katzenba,Trey Katzenbach
