id,Teamname,Tournament,Username,PlayerName
430,Chicago Wildfire,AUDL 2014,Stepha M,Stephane Mance
431,Chicago Wildfire,AUDL 2016,Stogdon,Percy Stogdon
432,Chicago Wildfire,AUDL 2016,Sykora,James Sykora
433,Chicago Wildfire,AUDL 2017,Sykora,James Sykora
434,Chicago Wildfire,AUDL 2014,Taylor K,Taylor Kraemer
435,Chicago Wildfire,AUDL 2014,Tim Ferg,Tim Fergus
436,Chicago Wildfire,AUDL 2018,Tommy,Tommy Gallagher
437,Chicago Wildfire,AUDL 2017,Trotter,Max Trotter
438,Chicago Wildfire,AUDL 2015,Uber,Alex Rummelhart
439,Chicago Wildfire,AUDL 2016,Uber,Alex Rummelhart
440,Chicago Wildfire,AUDL 2017,Uber,Alex Rummelhart
441,Chicago Wildfire,AUDL 2018,Uber,Alex Rummelhart
442,Chicago Wildfire,AUDL 2015,Vock,Dan Vockeroth
443,Chicago Wildfire,AUDL 2016,Vock,Dan Vockeroth
444,Chicago Wildfire,AUDL 2017,Vock,Dan Vockeroth
445,Chicago Wildfire,AUDL 2018,Vock,Dan Vockeroth
446,Chicago Wildfire,AUDL 2015,Von,Von Alanguilan
447,Chicago Wildfire,AUDL 2016,Von,Von Alanguilan
448,Chicago Wildfire,AUDL 2017,Von,Von Alanguilan
449,Chicago Wildfire,AUDL 2014,Von A,Von Alanguilan
450,Chicago Wildfire,AUDL 2014,Walden N,Walden Nelson
451,Chicago Wildfire,AUDL 2017,Weis,Jeff Weis
452,Chicago Wildfire,AUDL 2018,Wets,Jeff Weis
453,Chicago Wildfire,AUDL 2016,Williams,Dan Williams
454,Chicago Wildfire,AUDL 2016,Woods,Dave Woods
455,Chicago Wildfire,AUDL 2017,Woods,Dave Woods
456,Chicago Wildfire,AUDL 2016,Wormley,Michael Wormley
457,Chicago Wildfire,AUDL 2014,Xtehn Ti,Xtehn Titcomb
458,Chicago Wildfire,AUDL 2016,Yiding,Yiding Hou
459,Chicago Wildfire,AUDL 2016,Young,Joe Young
460,Chicago Wildfire,AUDL 2016,Zeman,Nick Zeman
461,Chicago Wildfire,AUDL 2017,Zeman,Nick Zeman
462,Chicago Wildfire,AUDL 2018,Zeman,Nick Zeman
463,Chicago Wildfire,AUDL 2017,Zhao,Jeff Zhao
464,Chicago Wildfire,AUDL 2015,Zubair,Zubair Abdulla
465,Cincinnati Revolution,AUDL 2014,Aaron Ba,Aaron Bacon
466,Cincinnati Revolution,AUDL 2014,Aaron Co,Aaron Corley
467,Cincinnati Revolution,AUDL 2016,Adam T,Adam Turner
468,Cincinnati Revolution,AUDL 2014,Alan Hue,Alan Huels
469,Cincinnati Revolution,AUDL 2016,Alec M,Alec Mathena
470,Cincinnati Revolution,AUDL 2016,Andrew K,Andrew Kramer
471,Cincinnati Revolution,AUDL 2014,Ben Blat,Ben Blatz
472,Cincinnati Revolution,AUDL 2014,Ben Jans,Ben Jansen
473,Cincinnati Revolution,AUDL 2016,Ben S,Ben Sever
474,Cincinnati Revolution,AUDL 2014,Ben Seve,Ben Sever
475,Cincinnati Revolution,AUDL 2015,Bisson N,Nick BIssonnette
476,Cincinnati Revolution,AUDL 2015,Brinkm E,Eric Brinkman
477,Cincinnati Revolution,AUDL 2016,Bryan W,Bryan Walsh
478,Cincinnati Revolution,AUDL 2016,CJ O,CJ O'Brien
479,Cincinnati Revolution,AUDL 2016,CJ O'B,CJ O'Brien
480,Cincinnati Revolution,AUDL 2015,Carrol K,Kegan Carroll
481,Cincinnati Revolution,AUDL 2014,Chris Po,Chris Powers
482,Cincinnati Revolution,AUDL 2016,Cody,Cody Fox
483,Cincinnati Revolution,AUDL 2016,Colin C,Colin Copler
484,Cincinnati Revolution,AUDL 2016,Colin G,Colin Grandon
485,Cincinnati Revolution,AUDL 2014,Connor H,Connor Haley
486,Cincinnati Revolution,AUDL 2016,Corey H,Corey Hardesty
487,Cincinnati Revolution,AUDL 2015,Dan Latz,Dan Latz
488,Cincinnati Revolution,AUDL 2016,Dan S,Dan Schuster
489,Cincinnati Revolution,AUDL 2016,Danny K,Danny Khoe
490,Cincinnati Revolution,AUDL 2014,Danny Sh,Danny Shonk
491,Cincinnati Revolution,AUDL 2016,David V,David Valentine-Elam
492,Cincinnati Revolution,AUDL 2015,Dinan,Darin Graves
493,Cincinnati Revolution,AUDL 2016,Eddie M,Eddie Mack
494,Cincinnati Revolution,AUDL 2014,Eddie Ma,Eddie Mack
495,Cincinnati Revolution,AUDL 2015,Elder D,Dylan Elder
496,Cincinnati Revolution,AUDL 2014,Eric Con,Eric Converse
497,Cincinnati Revolution,AUDL 2015,Fox Cody,Cody Fox
498,Cincinnati Revolution,AUDL 2015,Grand C,Colin Grandon
499,Cincinnati Revolution,AUDL 2015,Graves D,Darin Graves
500,Cincinnati Revolution,AUDL 2015,Greg,
501,Cincinnati Revolution,AUDL 2016,Gus M,Gus Misleh
502,Cincinnati Revolution,AUDL 2015,Harde C,Corey Hardesty
503,Cincinnati Revolution,AUDL 2015,Huffer W,Will Huffer
504,Cincinnati Revolution,AUDL 2016,Ian C,Ian Collins
505,Cincinnati Revolution,AUDL 2016,Isaac J,Isaac Jeffries
506,Cincinnati Revolution,AUDL 2014,Isaac Je,Isaac Jeffries
507,Cincinnati Revolution,AUDL 2015,Jansen B,Ben Jansen
508,Cincinnati Revolution,AUDL 2014,Jeff Kul,Jeff Kula
509,Cincinnati Revolution,AUDL 2015,Jeffer I,Isaac Jeffries
510,Cincinnati Revolution,AUDL 2016,Joe M,Joe Mozloom
511,Cincinnati Revolution,AUDL 2014,Joe Molz,Joe Mozloom
512,Cincinnati Revolution,AUDL 2014,John Sie,John Siemer
513,Cincinnati Revolution,AUDL 2016,Jon R,Jon Rosen
514,Cincinnati Revolution,AUDL 2014,Jordan R,Jordan Rhyne
515,Cincinnati Revolution,AUDL 2016,Josh F,Josh Findley
516,Cincinnati Revolution,AUDL 2014,Kane Ols,Kane Olson
517,Cincinnati Revolution,AUDL 2015,Kaylor Z,Zach Kaylor
518,Cincinnati Revolution,AUDL 2016,Keegan N,Keegan North
519,Cincinnati Revolution,AUDL 2015,Kelly K,Kieran Kelly
520,Cincinnati Revolution,AUDL 2016,Kendrick,Kendrick Pennington
521,Cincinnati Revolution,AUDL 2014,Kevin Ba,Kevin Baumann
522,Cincinnati Revolution,AUDL 2014,Kevin Ku,Kevin Kula
523,Cincinnati Revolution,AUDL 2016,Kyle R,Kyle Romard
524,Cincinnati Revolution,AUDL 2015,Kyle Rom,Kyle Romard
525,Cincinnati Revolution,AUDL 2015,Landis T,Ted Landis
526,Cincinnati Revolution,AUDL 2015,Latz J,Dan Latz
527,Cincinnati Revolution,AUDL 2015,Mack Ed,Eddie Mack
528,Cincinnati Revolution,AUDL 2014,Mark Fed,Mark Fedorenko
529,Cincinnati Revolution,AUDL 2016,Matt D,Matt Dilworth
530,Cincinnati Revolution,AUDL 2014,Matt Muh,Matt Muhlenkamp
531,Cincinnati Revolution,AUDL 2015,Mccart C,Colin McCartney
532,Cincinnati Revolution,AUDL 2014,Mike Ame,Michael Ames
533,Cincinnati Revolution,AUDL 2014,Mike For,Michael Ford
534,Cincinnati Revolution,AUDL 2015,Misleh G,Gus Misleh
535,Cincinnati Revolution,AUDL 2015,Moore S,Stephen Moore
536,Cincinnati Revolution,AUDL 2014,Nate Bot,Nate Botti
537,Cincinnati Revolution,AUDL 2014,Neil Nar,Neil Narayan
538,Cincinnati Revolution,AUDL 2014,Nick Bis,Nick BIssonnette
539,Cincinnati Revolution,AUDL 2016,Nick W,Nick Wetzel
540,Cincinnati Revolution,AUDL 2014,Nick Wet,Nick Wetzel
541,Cincinnati Revolution,AUDL 2015,North K,Keegan North
542,Cincinnati Revolution,AUDL 2014,Patrick,Patrick Kaufmann
543,Cincinnati Revolution,AUDL 2014,Phil Che,Phil Cherosky
544,Cincinnati Revolution,AUDL 2014,Rob Whar,Rob Wharton
545,Cincinnati Revolution,AUDL 2016,Russ A,Russ Allen
546,Cincinnati Revolution,AUDL 2016,Russ All,Russ Allen
547,Cincinnati Revolution,AUDL 2016,Ryan G,Ryan Gorman
548,Cincinnati Revolution,AUDL 2015,Sage,Ben Sage
549,Cincinnati Revolution,AUDL 2015,Sage Ben,Ben Sage
550,Cincinnati Revolution,AUDL 2016,Sam S,Sam Schurer
551,Cincinnati Revolution,AUDL 2015,Schrin S,Scott Schriner
552,Cincinnati Revolution,AUDL 2015,Settle T,Tim Settles
553,Cincinnati Revolution,AUDL 2016,Soph L,Soph Long
554,Cincinnati Revolution,AUDL 2015,T Phil,Tom Phillips
555,Cincinnati Revolution,AUDL 2016,Ted L,Ted Landis
556,Cincinnati Revolution,AUDL 2016,Tim S,Tim Settles
557,Cincinnati Revolution,AUDL 2014,Tim Sett,Tim Settles
558,Cincinnati Revolution,AUDL 2014,Todd Cha,Todd Grace
559,Cincinnati Revolution,AUDL 2014,Todd Gra,Todd Grace
560,Cincinnati Revolution,AUDL 2014,Travis K,Travis Knight
561,Cincinnati Revolution,AUDL 2015,Wetzel N,Nick Wetzel
562,Cincinnati Revolution,AUDL 2014,Will Huf,Will Huffer
563,Cincinnati Revolution,AUDL 2016,Xavier P,Xavier Payne
564,DC Breeze,AUDL 2014,AJ J,AJ Jacoski
565,DC Breeze,AUDL 2018,Aaron L,Aaron Langley
566,DC Breeze,AUDL 2014,Aaron R,Aaron Roberts
567,DC Breeze,AUDL 2016,Alan K,Alan Kolick
568,DC Breeze,AUDL 2017,Alan K,Alan Kolick
569,DC Breeze,AUDL 2018,Alex F,Alexandre Fall
570,DC Breeze,AUDL 2015,Alex J,AJ Jacoski
571,DC Breeze,AUDL 2016,Alex J,AJ Jacoski
572,DC Breeze,AUDL 2018,Alex L,Alex Liu
573,DC Breeze,AUDL 2014,Alex T,Alex Thorne
574,DC Breeze,AUDL 2015,Andrew A,Andrew Allen
575,DC Breeze,AUDL 2016,Andrew A,Andrew Allen
576,DC Breeze,AUDL 2015,Anthon M,Anthony McLean
577,DC Breeze,AUDL 2016,Anthon M,Anthony McLean
578,DC Breeze,AUDL 2015,Antoin D,Antoine Davis
579,DC Breeze,AUDL 2017,Austin B,Austin Bartenstein
580,DC Breeze,AUDL 2018,Austin B,Austin Bartenstein
581,DC Breeze,AUDL 2014,Ben F,Ben Feng
582,DC Breeze,AUDL 2015,Ben F,Ben Feng
583,DC Breeze,AUDL 2016,Ben F,Ben Feng
584,DC Breeze,AUDL 2018,Ben P,Benjamin Preiss
585,DC Breeze,AUDL 2016,Ben S,Ben Scharadin
586,DC Breeze,AUDL 2016,Bob L,Bob Liu
587,DC Breeze,AUDL 2014,Brad S,Brad Scott
588,DC Breeze,AUDL 2015,Brad S,Brad Scott
589,DC Breeze,AUDL 2016,Brad S,Brad Scott
590,DC Breeze,AUDL 2018,Brad S,Brad Scott
591,DC Breeze,AUDL 2014,Brett M,Brett Matzuka
592,DC Breeze,AUDL 2016,Brett M,Brett Matzuka
593,DC Breeze,AUDL 2016,Brian M,Brian Marshall
594,DC Breeze,AUDL 2017,Brian M,Brian Marshall
595,DC Breeze,AUDL 2015,Bryant D,Bryant Dean
596,DC Breeze,AUDL 2015,Chip C,Chip Cobb
597,DC Breeze,AUDL 2018,Chris B,Christian Boxley
598,DC Breeze,AUDL 2018,Chris Be,Christopher Bernard
599,DC Breeze,AUDL 2014,Chris K,Chris Kocher
600,DC Breeze,AUDL 2016,Chuck C,Chuck Cantone
601,DC Breeze,AUDL 2017,Chuck C,Chuck Cantone
602,DC Breeze,AUDL 2015,Clay C,Clay Collins
603,DC Breeze,AUDL 2017,Cory B,Cory Broyles
604,DC Breeze,AUDL 2018,Cory B,Cory Broyles
605,DC Breeze,AUDL 2014,Dan S,Daniel Selwyn
606,DC Breeze,AUDL 2015,Daniel S,Daniel Selwyn
607,DC Breeze,AUDL 2014,Danny D,Danny Dennin
608,DC Breeze,AUDL 2015,David B,David Bloodgood
609,DC Breeze,AUDL 2016,David B,David Bloodgood
610,DC Breeze,AUDL 2017,David B,David Bloodgood
611,DC Breeze,AUDL 2015,David BK,David Boylan-Kolchin
612,DC Breeze,AUDL 2017,David BK,David Boylan-Kolchin
613,DC Breeze,AUDL 2016,David C,David Cranston
614,DC Breeze,AUDL 2017,David C,David Cranston
615,DC Breeze,AUDL 2017,David S,David Shields
616,DC Breeze,AUDL 2018,David S,David Shields
617,DC Breeze,AUDL 2017,Eric M,Eric Miner
618,DC Breeze,AUDL 2018,Eric M,Eric Miner
619,DC Breeze,AUDL 2014,Franci H,Francisco Hezera
620,DC Breeze,AUDL 2015,Franci H,Francisco Hazera
621,DC Breeze,AUDL 2018,Gabe W,Gabe Webster
622,DC Breeze,AUDL 2015,Glenn P,Glenn Poole
623,DC Breeze,AUDL 2018,Houst P,Houston Parks
624,DC Breeze,AUDL 2014,Jarnai B,Jarnail Bajwa
625,DC Breeze,AUDL 2015,Jarnai B,Jarnail Bajwa
626,DC Breeze,AUDL 2016,Jeff W,Jeff Wodatch
627,DC Breeze,AUDL 2017,Jeff W,Jeff Wodatch
628,DC Breeze,AUDL 2018,Jeff W,Jeff Wodatch
629,DC Breeze,AUDL 2015,Jim B,Jarnail Bajwa
630,DC Breeze,AUDL 2017,Joe F,Joe Freund
631,DC Breeze,AUDL 2017,Joe R,Joe Richards
632,DC Breeze,AUDL 2018,Joe R,Joe Richards
633,DC Breeze,AUDL 2016,John A,John Agan
634,DC Breeze,AUDL 2017,John A,John Agan
635,DC Breeze,AUDL 2016,John H,John Agan
636,DC Breeze,AUDL 2017,John W,John Walden
637,DC Breeze,AUDL 2018,John W,John Walden
638,DC Breeze,AUDL 2014,Jon N,Jon Neeley
639,DC Breeze,AUDL 2016,Jon N,Jon Neeley
640,DC Breeze,AUDL 2017,Jon N,Jon Neeley
641,DC Breeze,AUDL 2014,Jon P,Jon Pressimone
642,DC Breeze,AUDL 2015,Jon P,Jon Pressimone
643,DC Breeze,AUDL 2016,Jon P,Jon Pressimone
644,DC Breeze,AUDL 2014,Jon S,Jon Stone
645,DC Breeze,AUDL 2017,Jonny M,Jonny Malks
646,DC Breeze,AUDL 2018,Jonny M,Jonny Malks
647,DC Breeze,AUDL 2014,Jose M,Jose Maldonado
648,DC Breeze,AUDL 2014,Josh N,Josh Norris
649,DC Breeze,AUDL 2014,Justin S,Justin Solis
650,DC Breeze,AUDL 2017,Justin S,Justin Solis
651,DC Breeze,AUDL 2017,Keven M,Keven Moldenhauer
652,DC Breeze,AUDL 2016,Kyle J,Kyle Johnson
653,DC Breeze,AUDL 2015,Kyle K,Kyle Khalifa
654,DC Breeze,AUDL 2018,Kyle K,Kyle Khalifa
655,DC Breeze,AUDL 2015,Leo P,Leo Pierson
656,DC Breeze,AUDL 2018,Leo P,Leo Pierson
657,DC Breeze,AUDL 2014,Liam S,Liam Shramko
658,DC Breeze,AUDL 2017,Lloyd B,Lloyd Blake
659,DC Breeze,AUDL 2018,Lloyd B,Lloyd Blake
660,DC Breeze,AUDL 2014,Logan R,Logan Rhyne
661,DC Breeze,AUDL 2017,Marcus T,Marcus Thaw
662,DC Breeze,AUDL 2018,Marcus T,Marcus Thaw
663,DC Breeze,AUDL 2015,Mark F,Mark Flores
664,DC Breeze,AUDL 2014,Mark L,Mark Lin
665,DC Breeze,AUDL 2016,Markha S,Markham Shofner
666,DC Breeze,AUDL 2017,Markha S,Markham Shofner
667,DC Breeze,AUDL 2015,Matt K,Matt Kerrigan
668,DC Breeze,AUDL 2016,Matt K,Matt Kerrigan
669,DC Breeze,AUDL 2017,Matt K,Matt Kerrigan
670,DC Breeze,AUDL 2018,Matt K,Matt Kerrigan
671,DC Breeze,AUDL 2018,Matt N,Matt Neeley
672,DC Breeze,AUDL 2014,Matt R,Matthew Radhe
673,DC Breeze,AUDL 2015,Matt R,Matthew Radhe
674,DC Breeze,AUDL 2016,Matt R,Matthew Radhe
675,DC Breeze,AUDL 2016,Max C,Max Cassell
676,DC Breeze,AUDL 2017,Max C,Max Cassell
677,DC Breeze,AUDL 2018,Max C,Max Cassell
678,DC Breeze,AUDL 2015,Mike M,Mike Moses
679,DC Breeze,AUDL 2016,Nate C,Nate Castine
680,DC Breeze,AUDL 2017,Nate C,Nate Castine
681,DC Breeze,AUDL 2018,Nate C,Nate Castine
682,DC Breeze,AUDL 2018,Nate P,Nathan Prior
683,DC Breeze,AUDL 2017,Nathan P,Nathan Prior
684,DC Breeze,AUDL 2016,Nicky S,Nicky Spiva
685,DC Breeze,AUDL 2015,Nico L,Nico Lake
686,DC Breeze,AUDL 2016,Nico L,Nico Lake
687,DC Breeze,AUDL 2016,Pete M,Peter Mancini
688,DC Breeze,AUDL 2014,Peter A,Peter Anderson
689,DC Breeze,AUDL 2015,Peter A,Peter Anderson
690,DC Breeze,AUDL 2015,Peter M,Peter Mancini
691,DC Breeze,AUDL 2018,Peter M,Peter Mancini
692,DC Breeze,AUDL 2018,Quinn B,Quinn Bergeron
693,DC Breeze,AUDL 2018,Rhys B,Rhys Bergeron
694,DC Breeze,AUDL 2017,Rico J,Delrico Johnson
695,DC Breeze,AUDL 2018,Rico J,Delrico Johnson
696,DC Breeze,AUDL 2016,Rowan M,Rowan McDonnell
697,DC Breeze,AUDL 2017,Rowan M,Rowan McDonnell
698,DC Breeze,AUDL 2018,Rowen M,Rowan McDonnell
699,DC Breeze,AUDL 2014,Russ H,Russell Howd
700,DC Breeze,AUDL 2015,Russ H,Russell Howd
701,DC Breeze,AUDL 2016,Russ H,Russell Howd
702,DC Breeze,AUDL 2014,Ryan N,Ryan Nam
703,DC Breeze,AUDL 2017,Ryan N,Ryan Nam
704,DC Breeze,AUDL 2017,Ryan S,Ryan Swift
705,DC Breeze,AUDL 2018,Ryan S,Ryan Swift
706,DC Breeze,AUDL 2014,Sam T,Sam Trachtman
707,DC Breeze,AUDL 2015,Seth C,Seth Collins
708,DC Breeze,AUDL 2014,T.J. R,Tim Ryan
709,DC Breeze,AUDL 2016,Tom D,Tom Doi
710,DC Breeze,AUDL 2015,Troy H,Troy Holland
711,DC Breeze,AUDL 2017,Troy H,Troy Holland
712,DC Breeze,AUDL 2018,Troy H,Troy Holland
713,DC Breeze,AUDL 2014,Tyler D,Tyler DeGirolamo
714,DC Breeze,AUDL 2014,Tyler K,Tyler Kunsa
715,DC Breeze,AUDL 2016,Tyler M,Tyler Monroe
716,DC Breeze,AUDL 2017,Tyler M,Tyler Monroe
717,DC Breeze,AUDL 2018,Xavier M,Xavier Maxstadt
718,DC Breeze,AUDL 2015,Zach B,Zach Branson
719,DC Breeze,AUDL 2017,Zach N,Zach Norrbom
720,DC Breeze,AUDL 2018,Zach N,Zach Norrbom
721,DC Breeze,AUDL 2017,Zander T,Alexander Taylor
722,Dallas Roughnecks,AUDL 2017,Abe,Abe Coffin
723,Dallas Roughnecks,AUDL 2017,Ashton,Ashton Lewis
724,Dallas Roughnecks,AUDL 2016,Beau,Beau Kittredge
725,Dallas Roughnecks,AUDL 2016,Ben,Ben Lohre
726,Dallas Roughnecks,AUDL 2018,Ben R,Ben Rogers
727,Dallas Roughnecks,AUDL 2018,Blake,
728,Dallas Roughnecks,AUDL 2018,Borik,Steven Borik
729,Dallas Roughnecks,AUDL 2016,Brodie,Brodie Smith
730,Dallas Roughnecks,AUDL 2018,C Olson,Connor Olson
731,Dallas Roughnecks,AUDL 2018,CLarberg,Chris Larberg
732,Dallas Roughnecks,AUDL 2018,CUghetta,Connor Ughetta
733,Dallas Roughnecks,AUDL 2018,Carson,Carson Wilder
734,Dallas Roughnecks,AUDL 2018,Carter,Carter Hollo
735,Dallas Roughnecks,AUDL 2016,Casey,Casey Hogg
736,Dallas Roughnecks,AUDL 2017,Casey,Casey Hogg
737,Dallas Roughnecks,AUDL 2018,Casey,Casey Hogg
738,Dallas Roughnecks,AUDL 2016,Cassidy,Cassidy Rasmussen
739,Dallas Roughnecks,AUDL 2016,Chris L,Chris Larberg
740,Dallas Roughnecks,AUDL 2017,Chris L,Chris Larberg
741,Dallas Roughnecks,AUDL 2016,Chris M,Chris Mazur
742,Dallas Roughnecks,AUDL 2018,Chris P,
743,Dallas Roughnecks,AUDL 2016,Dalton,Dalton Smith
744,Dallas Roughnecks,AUDL 2017,Dalton,Dalton Smith
745,Dallas Roughnecks,AUDL 2018,Dalton,Dalton Smith
746,Dallas Roughnecks,AUDL 2016,Danimal,Daniel Emmons
747,Dallas Roughnecks,AUDL 2017,Danimal,Daniel Emmons
748,Dallas Roughnecks,AUDL 2018,Danimal,Daniel Emmons
749,Dallas Roughnecks,AUDL 2016,Darroh,Steven Darroh
750,Dallas Roughnecks,AUDL 2017,Dillon,Dillon Larberg
751,Dallas Roughnecks,AUDL 2018,Dillon,Dillon Larberg
752,Dallas Roughnecks,AUDL 2016,Dillon L,Dillon Larberg
753,Dallas Roughnecks,AUDL 2016,Dylan,Dylan Freechild
754,Dallas Roughnecks,AUDL 2017,Dylan,Dylan Freechild
755,Dallas Roughnecks,AUDL 2018,E-Bay,Ben Lewis
756,Dallas Roughnecks,AUDL 2017,Gabe,Gabriel Hernandez
757,Dallas Roughnecks,AUDL 2018,Griffin,Griffin Miller
758,Dallas Roughnecks,AUDL 2018,Henry,Henry Furuta
759,Dallas Roughnecks,AUDL 2017,Hudspith,Matt Hudspith
760,Dallas Roughnecks,AUDL 2017,Jack,Jack Wooldridge
761,Dallas Roughnecks,AUDL 2018,Jack W,Jack Wooldridge
762,Dallas Roughnecks,AUDL 2016,Jake,Jake Anderson
763,Dallas Roughnecks,AUDL 2017,Jake,Jake Anderson
764,Dallas Roughnecks,AUDL 2016,Jake A,Jake Anderson
765,Dallas Roughnecks,AUDL 2017,Jason,Matt Jackson
766,Dallas Roughnecks,AUDL 2017,Jay,Jay Froude
767,Dallas Roughnecks,AUDL 2018,Jay,Jay Froude
768,Dallas Roughnecks,AUDL 2016,Jeremy,Jeremy Langdon
769,Dallas Roughnecks,AUDL 2016,Jimmy,Jimmy Mickle
770,Dallas Roughnecks,AUDL 2017,Jimmy,Jimmy Mickle
771,Dallas Roughnecks,AUDL 2018,Joe C,Joel Clutton
772,Dallas Roughnecks,AUDL 2018,Joe T,Joe Tylutki
773,Dallas Roughnecks,AUDL 2017,Joel,Joel Clutton
774,Dallas Roughnecks,AUDL 2018,Joel,Joel Clutton
775,Dallas Roughnecks,AUDL 2018,K Bow,Reid Bacon
776,Dallas Roughnecks,AUDL 2018,K Rich,Kevin Richardson
777,Dallas Roughnecks,AUDL 2016,Kai,Kai Marshall
778,Dallas Roughnecks,AUDL 2017,Kai,Kai Marshall
779,Dallas Roughnecks,AUDL 2018,Kai,Kai Marshall
780,Dallas Roughnecks,AUDL 2018,Kaplan,Kaplan Maurer
781,Dallas Roughnecks,AUDL 2016,Kevin,Kevin Christian
782,Dallas Roughnecks,AUDL 2017,Kevin,Kevin Christian
783,Dallas Roughnecks,AUDL 2016,Kurt,Kurt Gibson
784,Dallas Roughnecks,AUDL 2017,Kurt,Kurt Gibson
785,Dallas Roughnecks,AUDL 2018,LaRocque,Chris LaRocque
786,Dallas Roughnecks,AUDL 2017,Lewis,Ben Lewis
787,Dallas Roughnecks,AUDL 2017,Lohre,Ben Lohre
788,Dallas Roughnecks,AUDL 2016,Matt B,Matt Bennett
789,Dallas Roughnecks,AUDL 2017,Matt B,Matt Bennett
790,Dallas Roughnecks,AUDL 2018,Matthew,Matthew Armour
791,Dallas Roughnecks,AUDL 2016,Matty J,Matt Jackson
792,Dallas Roughnecks,AUDL 2017,Matty J,Matt Jackson
793,Dallas Roughnecks,AUDL 2018,Matty J,Matt Jackson
794,Dallas Roughnecks,AUDL 2017,Mazur,Chris Mazur
795,Dallas Roughnecks,AUDL 2016,Muffin,Brandon Malecek
796,Dallas Roughnecks,AUDL 2017,Muffin,Brandon Malecek
797,Dallas Roughnecks,AUDL 2018,Muffin,Brandon Malecek
798,Dallas Roughnecks,AUDL 2018,Noah,Noah Chambers
799,Dallas Roughnecks,AUDL 2016,Patrick,Patrick Eberle
800,Dallas Roughnecks,AUDL 2017,Patrick,Patrick Eberle
801,Dallas Roughnecks,AUDL 2017,Paul,Paul Burt
802,Dallas Roughnecks,AUDL 2018,Peter,
803,Dallas Roughnecks,AUDL 2018,Reese,
804,Dallas Roughnecks,AUDL 2016,Reid,Reid Bacon
805,Dallas Roughnecks,AUDL 2017,Reid,Reid Bacon
806,Dallas Roughnecks,AUDL 2018,Reid,Reid Bacon
807,Dallas Roughnecks,AUDL 2016,Riggins,Zach Riggins
808,Dallas Roughnecks,AUDL 2018,Riggins,Zach Riggins
809,Dallas Roughnecks,AUDL 2018,Ryan,
810,Dallas Roughnecks,AUDL 2016,Stanley,Stanley Peterson
811,Dallas Roughnecks,AUDL 2017,Stanley,Stanley Peterson
812,Dallas Roughnecks,AUDL 2017,Steven,Steven Borik
813,Dallas Roughnecks,AUDL 2018,Suds,Sam Ward
814,Dallas Roughnecks,AUDL 2016,Ted,Ted Barnett
815,Dallas Roughnecks,AUDL 2016,Thomas,Thomas Slack
816,Dallas Roughnecks,AUDL 2017,Thomas,Thomas Slack
817,Dallas Roughnecks,AUDL 2018,Thomas,Thomas Slack
818,Dallas Roughnecks,AUDL 2018,Wesley,
819,Dallas Roughnecks,AUDL 2016,Yetti,Matt Costello
820,Dallas Roughnecks,AUDL 2017,Yetti,Matt Costello
821,Dallas Roughnecks,AUDL 2017,Zach,Zach Riggins
822,Dallas Roughnecks,AUDL 2018,Zach M,Zach Marbach
823,Detroit Mechanix,AUDL 2016,Abela,John Abela
824,Detroit Mechanix,AUDL 2014,Abela- John,John Abela
825,Detroit Mechanix,AUDL 2016,Adnan,Adnan Raslan
826,Detroit Mechanix,AUDL 2017,Adnan,Adnan Raslan
827,Detroit Mechanix,AUDL 2015,Alex,Alex Hunt
828,Detroit Mechanix,AUDL 2014,Alex B,Alex Bertoia
829,Detroit Mechanix,AUDL 2018,Andy,Andy Yu
830,Detroit Mechanix,AUDL 2017,Austin,Austin Engel
831,Detroit Mechanix,AUDL 2016,BK,
832,Detroit Mechanix,AUDL 2016,BT,
833,Detroit Mechanix,AUDL 2014,Barnhart- Andy,Andy Barnhart
834,Detroit Mechanix,AUDL 2014,Barnhart- Zach,Zach Barnhart
835,Detroit Mechanix,AUDL 2018,Basten,Basten de Jongh
836,Detroit Mechanix,AUDL 2014,Bertoia,Alex Bertoia
837,Detroit Mechanix,AUDL 2015,Besser,Joseph Besser
838,Detroit Mechanix,AUDL 2016,Besser,Joseph Besser
839,Detroit Mechanix,AUDL 2018,Besser,Joseph Besser
840,Detroit Mechanix,AUDL 2014,Besser- Joe,Joseph Besser
841,Detroit Mechanix,AUDL 2017,Billy,Billy Mainwaring
842,Detroit Mechanix,AUDL 2018,Billy,Billy Mainwaring
843,Detroit Mechanix,AUDL 2016,Bobby,Bobby Moyer
844,Detroit Mechanix,AUDL 2017,Bobby,Bobby Moyer
845,Detroit Mechanix,AUDL 2017,Bones,
846,Detroit Mechanix,AUDL 2017,Brendan,Brendan McCann
847,Detroit Mechanix,AUDL 2018,Brendan,Brendan McCann
848,Detroit Mechanix,AUDL 2017,Bubbles,
849,Detroit Mechanix,AUDL 2018,Bubbles,
850,Detroit Mechanix,AUDL 2016,Burke,Michael Burke
851,Detroit Mechanix,AUDL 2017,Burke,Michael Burke
852,Detroit Mechanix,AUDL 2018,Burke,Michael Burke
853,Detroit Mechanix,AUDL 2015,Bush,Bryan Bush
854,Detroit Mechanix,AUDL 2015,Channing,Channing Watson
855,Detroit Mechanix,AUDL 2016,Channing,Channing Watson
856,Detroit Mechanix,AUDL 2018,Channing,Channing Watson
857,Detroit Mechanix,AUDL 2017,Charlie,
858,Detroit Mechanix,AUDL 2014,Chen- Dafeng,Dafeng Chen
