,Year,Name,Teamname,Goals,Catches,Drops,Assists,Throws,Completions,Throwaways,Throws Dropped,Throws Recorded with Yardage,Fouls Against,Stalls,Blocks,Callahans,Pulls,Pulls (Out-of-bounds),Pulls Recorded with Yardage,Pulls (Inbounds) Recorded with Yardage,Throwing Yards,Lateral Throwing Yards,Forward Throwing Yards,Pull Yards,Pull Yards (Inbounds),Completion Percentage,Catches Per Goals,Throws Per Assist,Throwaway Percentage,Drop Percentage,Yards Per Throw,Yards Per Pull,Yards Per Pull (Inbounds)
63,AUDL 2014,Brian T,Philadelphia Phoenix,3.0,124.0,0.0,6.0,124.0,116.0,6.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.54838709677419,41.333333333333336,20.666666666666668,0.04838709677419355,0.0,0.0,0.0,0.0
64,AUDL 2014,Brian Ventura,Indianapolis AlleyCats,3.0,312.0,5.0,7.0,432.0,406.0,21.0,5.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.98148148148148,104.0,61.714285714285715,0.04861111111111111,0.015772870662460567,0.0,0.0,0.0
66,AUDL 2014,Cam Bailey,Seattle Raptors,32.0,173.0,0.0,9.0,149.0,130.0,10.0,7.0,0.0,1.0,1.0,25.0,0.0,144.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.24832214765101,5.40625,16.555555555555557,0.06711409395973154,0.0,0.0,0.0,0.0
67,AUDL 2014,Cameron Brock,Indianapolis AlleyCats,84.0,253.0,11.0,12.0,174.0,155.0,16.0,3.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.08045977011494,3.011904761904762,14.5,0.09195402298850575,0.041666666666666664,0.0,0.0,0.0
68,AUDL 2014,Cameron Harris,Toronto Rush,46.0,370.0,7.0,56.0,365.0,329.0,34.0,2.0,0.0,0.0,0.0,25.0,0.0,32.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.13698630136986,8.043478260869565,6.517857142857143,0.09315068493150686,0.01856763925729443,0.0,0.0,0.0
70,AUDL 2014,Casey Startzell,Philadelphia Phoenix,21.0,391.0,1.0,11.0,557.0,533.0,21.0,3.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.69120287253142,18.61904761904762,50.63636363636363,0.03770197486535009,0.002551020408163265,0.0,0.0,0.0
71,AUDL 2014,Cassidy Rasmussen,San Francisco FlameThrowers,24.0,293.0,4.0,33.0,358.0,309.0,35.0,12.0,0.0,1.0,1.0,11.0,0.0,43.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.31284916201118,12.208333333333334,10.848484848484848,0.09776536312849161,0.013468013468013467,0.0,0.0,0.0
74,AUDL 2014,Charles Bariteau,Montreal Royal,5.0,76.0,1.0,8.0,77.0,73.0,4.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.8051948051948,15.2,9.625,0.05194805194805195,0.012987012987012988,0.0,0.0,0.0
76,AUDL 2014,Chris Farina,San Jose Spiders,9.0,87.0,3.0,5.0,104.0,93.0,8.0,2.0,0.0,1.0,0.0,8.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.42307692307693,9.666666666666666,20.8,0.07692307692307693,0.03333333333333333,0.0,0.0,0.0
77,AUDL 2014,Chris Kocher,DC Breeze,8.0,53.0,0.0,7.0,59.0,51.0,7.0,1.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.4406779661017,6.625,8.428571428571429,0.11864406779661017,0.0,0.0,0.0,0.0
78,AUDL 2014,Chris Kosednar,San Francisco FlameThrowers,6.0,212.0,6.0,11.0,282.0,258.0,21.0,3.0,0.0,0.0,0.0,5.0,0.0,18.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.48936170212765,35.333333333333336,25.636363636363637,0.07446808510638298,0.027522935779816515,0.0,0.0,0.0
79,AUDL 2014,Chris Powers,Cincinnati Revolution,12.0,205.0,2.0,19.0,244.0,216.0,22.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.52459016393442,17.083333333333332,12.842105263157896,0.09016393442622951,0.00966183574879227,0.0,0.0,0.0
81,AUDL 2014,Chris Vandervoort,Chicago Wildfire,6.0,139.0,1.0,16.0,153.0,145.0,8.0,0.0,0.0,0.0,0.0,10.0,0.0,49.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.77124183006535,23.166666666666668,9.5625,0.05228758169934641,0.007142857142857143,0.0,0.0,0.0
82,AUDL 2014,Christian Mathieu,Montreal Royal,12.0,108.0,1.0,13.0,105.0,98.0,6.0,1.0,0.0,0.0,0.0,5.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.33333333333333,9.0,8.076923076923077,0.05714285714285714,0.009174311926605505,0.0,0.0,0.0
83,AUDL 2014,Chuck Cantone,Montreal Royal,27.0,89.0,2.0,6.0,66.0,61.0,5.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.42424242424242,3.2962962962962963,11.0,0.07575757575757576,0.02197802197802198,0.0,0.0,0.0
84,AUDL 2014,Chuck Cao,San Francisco FlameThrowers,4.0,133.0,5.0,11.0,183.0,166.0,16.0,1.0,0.0,0.0,0.0,8.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.7103825136612,33.25,16.636363636363637,0.08743169398907104,0.036231884057971016,0.0,0.0,0.0
86,AUDL 2014,Clay Miller,San Francisco FlameThrowers,6.0,157.0,8.0,11.0,194.0,185.0,5.0,3.0,0.0,0.0,1.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.36082474226805,26.166666666666668,17.636363636363637,0.02577319587628866,0.048484848484848485,0.0,0.0,0.0
88,AUDL 2014,Connor Fortin,Rochester Dragons,7.0,60.0,0.0,2.0,53.0,47.0,6.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.67924528301887,8.571428571428571,26.5,0.11320754716981132,0.0,0.0,0.0,0.0
89,AUDL 2014,Cullen Geppert,Chicago Wildfire,8.0,143.0,2.0,19.0,139.0,121.0,14.0,4.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.05035971223022,17.875,7.315789473684211,0.10071942446043165,0.013793103448275862,0.0,0.0,0.0
91,AUDL 2014,Dan Miesen,Minnesota Wind Chill,8.0,174.0,6.0,8.0,191.0,180.0,4.0,5.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.24083769633508,21.75,23.875,0.020942408376963352,0.03333333333333333,0.0,0.0,0.0
92,AUDL 2014,Dan Miller,Minnesota Wind Chill,13.0,157.0,5.0,12.0,154.0,143.0,6.0,5.0,0.0,0.0,0.0,3.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.85714285714286,12.076923076923077,12.833333333333334,0.03896103896103896,0.030864197530864196,0.0,0.0,0.0
