,Away Team,Away Team Score,Date Location,Home Team,Home Team Score,Matchup Link,Year,Date,Time,City,Week,UniversalGameID
497,Pittsburgh Thunderbirds,25,"Sat, 4/16 7:30 PM EDT Cincinnati",Cincinnati Revolution,16,/league/game/2016-04-16-PIT-CIN,2016,2016-04-16,7:30 PM EDT,Cincinnati,3,505
498,Madison Radicals,32,"Sat, 4/16 7:30 PM EDT Indianapolis",Indianapolis AlleyCats,25,/league/game/2016-04-16-MAD-IND,2016,2016-04-16,7:30 PM EDT,Indianapolis,3,504
499,San Francisco FlameThrowers,32,"Sat, 4/16 7:00 PM PDT San Jose",San Jose Spiders,27,/league/game/2016-04-16-SF-SJ,2016,2016-04-16,7:00 PM PDT,San Jose,3,503
500,Nashville Nightwatch,22,"Sat, 4/16 7:00 PM EDT Jacksonville",Tampa Bay Cannons,31,/league/game/2016-04-16-NSH-JAX,2016,2016-04-16,7:00 PM EDT,Jacksonville,3,501
501,Austin Sol,20,"Sat, 4/16 7:00 PM EDT Charlotte",Charlotte Express,21,/league/game/2016-04-16-AUS-CHA,2016,2016-04-16,7:00 PM EDT,Charlotte,3,502
502,Montreal Royal,25,"Sat, 4/16 6:30 PM EDT Philadelphia",Philadelphia Phoenix,17,/league/game/2016-04-16-MTL-PHI,2016,2016-04-16,6:30 PM EDT,Philadelphia,3,499
503,Seattle Cascades,24,"Sat, 4/16 6:00 PM PDT Vancouver",Vancouver Riptide,34,/league/game/2016-04-16-SEA-VAN,2016,2016-04-16,6:00 PM PDT,Vancouver,3,497
504,Chicago Wildfire,21,"Sat, 4/16 7:00 PM CDT Minnesota",Minnesota Wind Chill,22,/league/game/2016-04-16-CHI-MIN,2016,2016-04-16,7:00 PM CDT,Minnesota,3,500
505,Los Angeles Aviators,17,"Sat, 4/16 6:15 PM PDT San Diego",San Diego Growlers,19,/league/game/2016-04-16-LA-SD,2016,2016-04-16,6:15 PM PDT,San Diego,3,498
506,Austin Sol,27,"Sun, 4/17 1:00 PM EDT Raleigh",Raleigh Flyers,28,/league/game/2016-04-17-AUS-RAL,2016,2016-04-17,1:00 PM EDT,Raleigh,3,506
507,Montreal Royal,19,"Sun, 4/17 1:00 PM EDT New York",New York Empire,21,/league/game/2016-04-17-MTL-NY,2016,2016-04-17,1:00 PM EDT,New York,3,507
508,Nashville Nightwatch,22,"Sun, 4/17 5:00 PM EDT Atlanta",Atlanta Hustle,21,/league/game/2016-04-17-NSH-ATL,2016,2016-04-17,5:00 PM EDT,Atlanta,3,508
509,Detroit Mechanix,16,"Sat, 4/23 7:00 PM EDT Pittsburgh",Pittsburgh Thunderbirds,26,/league/game/2016-04-23-DET-PIT,2016,2016-04-23,7:00 PM EDT,Pittsburgh,4,513
510,Raleigh Flyers,20,"Sat, 4/23 6:00 PM CDT Nashville",Nashville Nightwatch,18,/league/game/2016-04-23-RAL-NSH,2016,2016-04-23,6:00 PM CDT,Nashville,4,509
511,San Diego Growlers,14,"Sat, 4/23 6:00 PM PDT San Francisco",San Francisco FlameThrowers,31,/league/game/2016-04-23-SD-SF,2016,2016-04-23,6:00 PM PDT,San Francisco,4,510
512,Toronto Rush,25,"Sat, 4/23 6:30 PM EDT DC",DC Breeze,24,/league/game/2016-04-23-TOR-DC,2016,2016-04-23,6:30 PM EDT,DC,4,511
513,Tampa Bay Cannons,17,"Sat, 4/23 7:00 PM CDT Dallas",Dallas Roughnecks,32,/league/game/2016-04-23-JAX-DAL,2016,2016-04-23,7:00 PM CDT,Dallas,4,512
514,Cincinnati Revolution,19,"Sat, 4/23 7:00 PM CDT Chicago",Chicago Wildfire,27,/league/game/2016-04-23-CIN-CHI,2016,2016-04-23,7:00 PM CDT,Chicago,4,514
515,Atlanta Hustle,24,"Sat, 4/23 8:00 PM EDT Charlotte",Charlotte Express,19,/league/game/2016-04-23-ATL-CHA,2016,2016-04-23,8:00 PM EDT,Charlotte,4,515
516,Tampa Bay Cannons,23,"Sun, 4/24 12:30 PM CDT Austin",Austin Sol,28,/league/game/2016-04-24-JAX-AUS,2016,2016-04-24,12:30 PM CDT,Austin,4,516
517,Toronto Rush,24,"Sun, 4/24 1:00 PM EDT Philadelphia",Philadelphia Phoenix,16,/league/game/2016-04-24-TOR-PHI,2016,2016-04-24,1:00 PM EDT,Philadelphia,4,517
518,Cincinnati Revolution,14,"Sun, 4/24 4:30 PM EDT Indianapolis",Indianapolis AlleyCats,35,/league/game/2016-04-24-CIN-IND,2016,2016-04-24,4:30 PM EDT,Indianapolis,4,518
519,Madison Radicals,22,"Sat, 4/30 7:00 PM EDT Pittsburgh",Pittsburgh Thunderbirds,18,/league/game/2016-04-30-MAD-PIT,2016,2016-04-30,7:00 PM EDT,Pittsburgh,5,524
520,Seattle Cascades,25,"Sat, 4/30 6:15 PM PDT San Diego",San Diego Growlers,17,/league/game/2016-04-30-SEA-SD,2016,2016-04-30,6:15 PM PDT,San Diego,5,521
521,Minnesota Wind Chill,21,"Sat, 4/30 7:30 PM EDT Indianapolis",Indianapolis AlleyCats,20,/league/game/2016-04-30-MIN-IND,2016,2016-04-30,7:30 PM EDT,Indianapolis,5,525
522,Atlanta Hustle,18,"Sat, 4/30 7:00 PM EDT Jacksonville",Tampa Bay Cannons,23,/league/game/2016-04-30-ATL-JAX,2016,2016-04-30,7:00 PM EDT,Jacksonville,5,523
523,DC Breeze,23,"Sat, 4/30 4:00 PM EDT Toronto",Toronto Rush,24,/league/game/2016-04-30-DC-TOR,2016,2016-04-30,4:00 PM EDT,Toronto,5,519
524,Philadelphia Phoenix,16,"Sat, 4/30 4:30 PM EDT New York",New York Empire,28,/league/game/2016-04-30-PHI-NY,2016,2016-04-30,4:30 PM EDT,New York,5,520
525,Dallas Roughnecks,24,"Sat, 4/30 7:00 PM EDT Raleigh",Raleigh Flyers,18,/league/game/2016-04-30-DAL-RAL,2016,2016-04-30,7:00 PM EDT,Raleigh,5,522
526,DC Breeze,26,"Sun, 5/1 1:00 PM EDT Montreal",Montreal Royal,18,/league/game/2016-05-01-DC-MTL,2016,2016-05-01,1:00 PM EDT,Montreal,5,526
527,Dallas Roughnecks,30,"Sun, 5/1 1:00 PM EDT Charlotte",Charlotte Express,18,/league/game/2016-05-01-DAL-CHA,2016,2016-05-01,1:00 PM EDT,Charlotte,5,527
528,Seattle Cascades,27,"Sun, 5/1 1:30 PM PDT LA",Los Angeles Aviators,17,/league/game/2016-05-01-SEA-LA,2016,2016-05-01,1:30 PM PDT,LA,5,528
529,Ottawa Outlaws,15,"Sun, 5/1 2:00 PM EDT Toronto",Toronto Rush,32,/league/game/2016-05-01-OTT-TOR,2016,2016-05-01,2:00 PM EDT,Toronto,5,529
530,Minnesota Wind Chill,32,"Sun, 5/1 3:00 PM EDT Cincinnati",Cincinnati Revolution,26,/league/game/2016-05-01-MIN-CIN,2016,2016-05-01,3:00 PM EDT,Cincinnati,5,530
531,San Diego Growlers,19,"Fri, 5/6 7:00 PM PDT Seattle",Seattle Cascades,23,/league/game/2016-05-06-SD-SEA,2016,2016-05-06,7:00 PM PDT,Seattle,6,531
532,Montreal Royal,24,"Fri, 5/6 7:00 PM EDT Ottawa",Ottawa Outlaws,31,/league/game/2016-05-06-MTL-OTT,2016,2016-05-06,7:00 PM EDT,Ottawa,6,532
533,San Jose Spiders,25,"Fri, 5/6 7:30 PM PDT San Francisco",San Francisco FlameThrowers,32,/league/game/2016-05-06-SJ-SF,2016,2016-05-06,7:30 PM PDT,San Francisco,6,533
534,Cincinnati Revolution,14,"Sat, 5/7 7:00 PM EDT Pittsburgh",Pittsburgh Thunderbirds,31,/league/game/2016-05-07-CIN-PIT,2016,2016-05-07,7:00 PM EDT,Pittsburgh,6,539
535,Raleigh Flyers,23,"Sat, 5/7 7:00 PM EDT Atlanta",Atlanta Hustle,25,/league/game/2016-05-07-RAL-ATL,2016,2016-05-07,7:00 PM EDT,Atlanta,6,541
536,Indianapolis AlleyCats,23,"Sat, 5/7 7:00 PM CDT Minnesota",Minnesota Wind Chill,24,/league/game/2016-05-07-IND-MIN,2016,2016-05-07,7:00 PM CDT,Minnesota,6,540
537,Austin Sol,16,"Sat, 5/7 7:00 PM CDT Dallas",Dallas Roughnecks,24,/league/game/2016-05-07-AUS-DAL,2016,2016-05-07,7:00 PM CDT,Dallas,6,542
538,New York Empire,22,"Sat, 5/7 6:30 PM EDT DC",DC Breeze,23,/league/game/2016-05-07-NY-DC,2016,2016-05-07,6:30 PM EDT,DC,6,538
539,Charlotte Express,26,"Sat, 5/7 6:00 PM CDT Nashville",Nashville Nightwatch,24,/league/game/2016-05-07-CHA-NSH,2016,2016-05-07,6:00 PM CDT,Nashville,6,536
540,Toronto Rush,27,"Sat, 5/7 6:00 PM EDT Montreal",Montreal Royal,31,/league/game/2016-05-07-TOR-MTL,2016,2016-05-07,6:00 PM EDT,Montreal,6,535
541,Chicago Wildfire,18,"Sat, 5/7 1:00 PM EDT Detroit",Detroit Mechanix,13,/league/game/2016-05-07-CHI-DET,2016,2016-05-07,1:00 PM EDT,Detroit,6,534
542,Charlotte Express,26,"Sat, 5/7 6:00 PM CDT Nashville",Nashville Nightwatch,24,/league/game/2016-05-07-CHA-NSH,2016,2016-05-07,6:00 PM CDT,Nashville,6,537
543,Chicago Wildfire,11,"Fri, 5/13 7:00 PM CDT Madison",Madison Radicals,18,/league/game/2016-05-13-CHI-MAD,2016,2016-05-13,7:00 PM CDT,Madison,7,543
544,Pittsburgh Thunderbirds,23,"Sat, 5/14 7:30 PM EDT Indianapolis",Indianapolis AlleyCats,31,/league/game/2016-05-14-PIT-IND,2016,2016-05-14,7:30 PM EDT,Indianapolis,7,552
545,Seattle Cascades,27,"Sat, 5/14 7:00 PM PDT San Jose",San Jose Spiders,26,/league/game/2016-05-14-SEA-SJ,2016,2016-05-14,7:00 PM PDT,San Jose,7,551
546,New York Empire,14,"Sat, 5/14 7:00 PM EDT Toronto",Toronto Rush,22,/league/game/2016-05-14-NY-TOR,2016,2016-05-14,7:00 PM EDT,Toronto,7,550
547,Raleigh Flyers,24,"Sat, 5/14 7:00 PM EDT Jacksonville",Tampa Bay Cannons,25,/league/game/2016-05-14-RAL-JAX,2016,2016-05-14,7:00 PM EDT,Jacksonville,7,548
548,Chicago Wildfire,23,"Sat, 5/14 7:00 PM CDT Minnesota",Minnesota Wind Chill,26,/league/game/2016-05-14-CHI-MIN,2016,2016-05-14,7:00 PM CDT,Minnesota,7,549
549,San Francisco FlameThrowers,22,"Sat, 5/14 6:00 PM PDT Vancouver",Vancouver Riptide,18,/league/game/2016-05-14-SF-VAN,2016,2016-05-14,6:00 PM PDT,Vancouver,7,546
550,Madison Radicals,26,"Sat, 5/14 6:00 PM EDT Detroit",Detroit Mechanix,13,/league/game/2016-05-14-MAD-DET,2016,2016-05-14,6:00 PM EDT,Detroit,7,545
551,Austin Sol,29,"Sat, 5/14 6:00 PM CDT Nashville",Nashville Nightwatch,22,/league/game/2016-05-14-AUS-NSH,2016,2016-05-14,6:00 PM CDT,Nashville,7,544
552,DC Breeze,24,"Sat, 5/14 6:30 PM EDT Philadelphia",Philadelphia Phoenix,15,/league/game/2016-05-14-DC-PHI,2016,2016-05-14,6:30 PM EDT,Philadelphia,7,547
553,New York Empire,17,"Sun, 5/15 12:00 PM EDT Montreal",Montreal Royal,12,/league/game/2016-05-15-NY-MTL,2016,2016-05-15,12:00 PM EDT,Montreal,7,553
554,Austin Sol,23,"Sun, 5/15 2:30 PM EDT Atlanta",Atlanta Hustle,22,/league/game/2016-05-15-AUS-ATL,2016,2016-05-15,2:30 PM EDT,Atlanta,7,554
555,San Jose Spiders,17,"Fri, 5/20 7:00 PM PDT Seattle",Seattle Cascades,27,/league/game/2016-05-20-SJ-SEA,2016,2016-05-20,7:00 PM PDT,Seattle,8,555
556,Pittsburgh Thunderbirds,24,"Sat, 5/21 7:00 PM CDT Chicago",Chicago Wildfire,23,/league/game/2016-05-21-PIT-CHI,2016,2016-05-21,7:00 PM CDT,Chicago,8,563
557,Atlanta Hustle,24,"Sat, 5/21 7:00 PM EDT Jacksonville",Tampa Bay Cannons,29,/league/game/2016-05-21-ATL-JAX,2016,2016-05-21,7:00 PM EDT,Jacksonville,8,565
558,Montreal Royal,21,"Sat, 5/21 7:30 PM EDT Philadelphia",Philadelphia Phoenix,18,/league/game/2016-05-21-MTL-PHI,2016,2016-05-21,7:30 PM EDT,Philadelphia,8,566
559,Raleigh Flyers,23,"Sat, 5/21 7:00 PM EDT Charlotte",Charlotte Express,14,/league/game/2016-05-21-RAL-CHA,2016,2016-05-21,7:00 PM EDT,Charlotte,8,564
560,Nashville Nightwatch,25,"Sat, 5/21 6:30 PM CDT Austin",Austin Sol,37,/league/game/2016-05-21-NSH-AUS,2016,2016-05-21,6:30 PM CDT,Austin,8,562
561,Ottawa Outlaws,24,"Sat, 5/21 4:00 PM EDT Toronto",Toronto Rush,30,/league/game/2016-05-21-OTT-TOR,2016,2016-05-21,4:00 PM EDT,Toronto,8,557
562,San Jose Spiders,20,"Sat, 5/21 6:00 PM PDT Vancouver",Vancouver Riptide,22,/league/game/2016-05-21-SJ-VAN,2016,2016-05-21,6:00 PM PDT,Vancouver,8,560
563,Cincinnati Revolution,23,"Sat, 5/21 6:00 PM CDT Madison",Madison Radicals,36,/league/game/2016-05-21-CIN-MAD,2016,2016-05-21,6:00 PM CDT,Madison,8,559
564,DC Breeze,15,"Sat, 5/21 4:00 PM EDT New York",New York Empire,14,/league/game/2016-05-21-DC-NY,2016,2016-05-21,4:00 PM EDT,New York,8,558
565,Detroit Mechanix,24,"Sat, 5/21 3:45 PM EDT Indianapolis",Indianapolis AlleyCats,29,/league/game/2016-05-21-DET-IND,2016,2016-05-21,3:45 PM EDT,Indianapolis,8,556
566,Los Angeles Aviators,26,"Sat, 5/21 6:15 PM PDT San Diego",San Diego Growlers,18,/league/game/2016-05-21-LA-SD,2016,2016-05-21,6:15 PM PDT,San Diego,8,561
567,Nashville Nightwatch,15,"Sun, 5/22 1:00 PM CDT Dallas",Dallas Roughnecks,33,/league/game/2016-05-22-NSH-DAL,2016,2016-05-22,1:00 PM CDT,Dallas,8,567
568,Pittsburgh Thunderbirds,27,"Sun, 5/22 1:00 PM CDT Minnesota",Minnesota Wind Chill,24,/league/game/2016-05-22-PIT-MIN,2016,2016-05-22,1:00 PM CDT,Minnesota,8,568
569,Montreal Royal,14,"Sun, 5/22 1:30 PM EDT DC",DC Breeze,28,/league/game/2016-05-22-MTL-DC,2016,2016-05-22,1:30 PM EDT,DC,8,569
570,Minnesota Wind Chill,15,"Fri, 5/27 7:00 PM CDT Madison",Madison Radicals,36,/league/game/2016-05-27-MIN-MAD,2016,2016-05-27,7:00 PM CDT,Madison,9,570
571,Indianapolis AlleyCats,28,"Fri, 5/27 8:00 PM EDT Cincinnati",Cincinnati Revolution,24,/league/game/2016-05-27-IND-CIN,2016,2016-05-27,8:00 PM EDT,Cincinnati,9,571
572,Indianapolis AlleyCats,17,"Sat, 5/28 7:00 PM CDT Chicago",Chicago Wildfire,19,/league/game/2016-05-28-IND-CHI,2016,2016-05-28,7:00 PM CDT,Chicago,9,577
573,Tampa Bay Cannons,24,"Sat, 5/28 8:00 PM EDT Raleigh",Raleigh Flyers,25,/league/game/2016-05-28-JAX-RAL,2016,2016-05-28,8:00 PM EDT,Raleigh,9,579
574,Dallas Roughnecks,26,"Sat, 5/28 7:00 PM EDT Atlanta",Atlanta Hustle,20,/league/game/2016-05-28-DAL-ATL,2016,2016-05-28,7:00 PM EDT,Atlanta,9,578
575,Cincinnati Revolution,19,"Sat, 5/28 6:00 PM EDT Detroit",Detroit Mechanix,23,/league/game/2016-05-28-CIN-DET,2016,2016-05-28,6:00 PM EDT,Detroit,9,576
576,Toronto Rush,35,"Sat, 5/28 4:00 PM EDT Ottawa",Ottawa Outlaws,20,/league/game/2016-05-28-TOR-OTT,2016,2016-05-28,4:00 PM EDT,Ottawa,9,573
577,Vancouver Riptide,27,"Sat, 5/28 6:00 PM PDT San Francisco",San Francisco FlameThrowers,30,/league/game/2016-05-28-VAN-SF,2016,2016-05-28,6:00 PM PDT,San Francisco,9,574
578,DC Breeze,22,"Sat, 5/28 4:00 PM EDT Montreal",Montreal Royal,27,/league/game/2016-05-28-DC-MTL,2016,2016-05-28,4:00 PM EDT,Montreal,9,572
579,Los Angeles Aviators,26,"Sat, 5/28 6:00 PM PDT Seattle",Seattle Cascades,27,/league/game/2016-05-28-LA-SEA,2016,2016-05-28,6:00 PM PDT,Seattle,9,575
580,Tampa Bay Cannons,23,"Sun, 5/29 1:00 PM EDT Charlotte",Charlotte Express,26,/league/game/2016-05-29-JAX-CHA,2016,2016-05-29,1:00 PM EDT,Charlotte,9,580
581,Vancouver Riptide,17,"Sun, 5/29 1:00 PM PDT San Jose",San Jose Spiders,27,/league/game/2016-05-29-VAN-SJ,2016,2016-05-29,1:00 PM PDT,San Jose,9,581
582,Dallas Roughnecks,34,"Sun, 5/29 2:00 PM CDT Nashville",Nashville Nightwatch,23,/league/game/2016-05-29-DAL-NSH,2016,2016-05-29,2:00 PM CDT,Nashville,9,582
583,Montreal Royal,14,"Sun, 5/29 2:00 PM EDT Toronto",Toronto Rush,26,/league/game/2016-05-29-MTL-TOR,2016,2016-05-29,2:00 PM EDT,Toronto,9,583
584,DC Breeze,22,"Sun, 5/29 2:00 PM EDT Ottawa",Ottawa Outlaws,27,/league/game/2016-05-29-DC-OTT,2016,2016-05-29,2:00 PM EDT,Ottawa,9,584
585,Pittsburgh Thunderbirds,16,"Sat, 6/4 6:00 PM CDT Madison",Madison Radicals,23,/league/game/2016-06-04-PIT-MAD,2016,2016-06-04,6:00 PM CDT,Madison,10,585
586,San Francisco FlameThrowers,27,"Sat, 6/4 6:00 PM PDT Vancouver",Vancouver Riptide,29,/league/game/2016-06-04-SF-VAN,2016,2016-06-04,6:00 PM PDT,Vancouver,10,586
587,Toronto Rush,23,"Sat, 6/4 6:30 PM EDT DC",DC Breeze,28,/league/game/2016-06-04-TOR-DC,2016,2016-06-04,6:30 PM EDT,DC,10,587
588,New York Empire,32,"Sat, 6/4 6:30 PM EDT Philadelphia",Philadelphia Phoenix,17,/league/game/2016-06-04-NY-PHI,2016,2016-06-04,6:30 PM EDT,Philadelphia,10,588
589,Charlotte Express,18,"Sat, 6/4 7:00 PM CDT Dallas",Dallas Roughnecks,28,/league/game/2016-06-04-CHA-DAL,2016,2016-06-04,7:00 PM CDT,Dallas,10,589
590,Montreal Royal,27,"Sat, 6/4 7:00 PM EDT Ottawa",Ottawa Outlaws,30,/league/game/2016-06-04-MTL-OTT,2016,2016-06-04,7:00 PM EDT,Ottawa,10,590
591,San Jose Spiders,24,"Sat, 6/4 7:30 PM PDT LA",Los Angeles Aviators,27,/league/game/2016-06-04-SJ-LA,2016,2016-06-04,7:30 PM PDT,LA,10,591
592,Toronto Rush,27,"Sun, 6/5 3:00 PM EDT New York",New York Empire,21,/league/game/2016-06-05-TOR-NY,2016,2016-06-05,3:00 PM EDT,New York,10,595
593,Detroit Mechanix,17,"Sun, 6/5 1:00 PM CDT Chicago",Chicago Wildfire,15,/league/game/2016-06-05-DET-CHI,2016,2016-06-05,1:00 PM CDT,Chicago,10,594
594,San Francisco FlameThrowers,25,"Sun, 6/5 3:00 PM PDT Seattle",Seattle Cascades,28,/league/game/2016-06-05-SF-SEA,2016,2016-06-05,3:00 PM PDT,Seattle,10,596
595,Charlotte Express,14,"Sun, 6/5 12:30 PM CDT Austin",Austin Sol,31,/league/game/2016-06-05-CHA-AUS,2016,2016-06-05,12:30 PM CDT,Austin,10,592
596,San Jose Spiders,26,"Sun, 6/5 1:00 PM PDT San Diego",San Diego Growlers,22,/league/game/2016-06-05-SJ-SD,2016,2016-06-05,1:00 PM PDT,San Diego,10,593
597,Detroit Mechanix,28,"Fri, 6/10 7:00 PM CDT Minnesota",Minnesota Wind Chill,31,/league/game/2016-06-10-DET-MIN,2016,2016-06-10,7:00 PM CDT,Minnesota,11,597
598,Raleigh Flyers,29,"Sat, 6/11 7:00 PM EDT Charlotte",Charlotte Express,21,/league/game/2016-06-11-RAL-CHA,2016,2016-06-11,7:00 PM EDT,Charlotte,11,607
599,Chicago Wildfire,22,"Sat, 6/11 7:00 PM EDT Pittsburgh",Pittsburgh Thunderbirds,26,/league/game/2016-06-11-CHI-PIT,2016,2016-06-11,7:00 PM EDT,Pittsburgh,11,606
600,Los Angeles Aviators,25,"Sat, 6/11 7:00 PM PDT San Jose",San Jose Spiders,27,/league/game/2016-06-11-LA-SJ,2016,2016-06-11,7:00 PM PDT,San Jose,11,605
601,Dallas Roughnecks,27,"Sat, 6/11 7:00 PM EDT Jacksonville",Tampa Bay Cannons,21,/league/game/2016-06-11-DAL-JAX,2016,2016-06-11,7:00 PM EDT,Jacksonville,11,604
602,Philadelphia Phoenix,6,"Sat, 6/11 7:00 PM EDT Toronto",Toronto Rush,28,/league/game/2016-06-11-PHI-TOR,2016,2016-06-11,7:00 PM EDT,Toronto,11,603
603,New York Empire,26,"Sat, 6/11 6:30 PM EDT DC",DC Breeze,27,/league/game/2016-06-11-NY-DC,2016,2016-06-11,6:30 PM EDT,DC,11,601
604,Detroit Mechanix,19,"Sat, 6/11 6:00 PM CDT Madison",Madison Radicals,37,/league/game/2016-06-11-DET-MAD,2016,2016-06-11,6:00 PM CDT,Madison,11,600
605,Atlanta Hustle,34,"Sat, 6/11 6:00 PM CDT Nashville",Nashville Nightwatch,24,/league/game/2016-06-11-ATL-NSH,2016,2016-06-11,6:00 PM CDT,Nashville,11,599
606,Seattle Cascades,24,"Sat, 6/11 6:00 PM PDT Vancouver",Vancouver Riptide,27,/league/game/2016-06-11-SEA-VAN,2016,2016-06-11,6:00 PM PDT,Vancouver,11,598
607,Ottawa Outlaws,20,"Sat, 6/11 7:00 PM EDT Montreal",Montreal Royal,21,/league/game/2016-06-11-OTT-MTL,2016,2016-06-11,7:00 PM EDT,Montreal,11,602
608,Los Angeles Aviators,27,"Sun, 6/12 1:00 PM PDT San Francisco",San Francisco FlameThrowers,22,/league/game/2016-06-12-LA-SF,2016,2016-06-12,1:00 PM PDT,San Francisco,11,608
609,Philadelphia Phoenix,13,"Sun, 6/12 2:00 PM EDT Ottawa",Ottawa Outlaws,25,/league/game/2016-06-12-PHI-OTT,2016,2016-06-12,2:00 PM EDT,Ottawa,11,609
610,Madison Radicals,25,"Fri, 6/17 7:00 PM CDT Minnesota",Minnesota Wind Chill,16,/league/game/2016-06-17-MAD-MIN,2016,2016-06-17,7:00 PM CDT,Minnesota,12,610
611,Vancouver Riptide,24,"Sat, 6/18 7:30 PM PDT LA",Los Angeles Aviators,31,/league/game/2016-06-18-VAN-LA,2016,2016-06-18,7:30 PM PDT,LA,12,616
612,Chicago Wildfire,28,"Sat, 6/18 7:30 PM EDT Cincinnati",Cincinnati Revolution,27,/league/game/2016-06-18-CHI-CIN,2016,2016-06-18,7:30 PM EDT,Cincinnati,12,615
613,Charlotte Express,19,"Sat, 6/18 7:00 PM EDT Jacksonville",Tampa Bay Cannons,21,/league/game/2016-06-18-CHA-JAX,2016,2016-06-18,7:00 PM EDT,Jacksonville,12,614
614,San Francisco FlameThrowers,25,"Sat, 6/18 7:00 PM PDT San Jose",San Jose Spiders,24,/league/game/2016-06-18-SF-SJ,2016,2016-06-18,7:00 PM PDT,San Jose,12,613
615,Atlanta Hustle,31,"Sat, 6/18 7:00 PM CDT Austin",Austin Sol,29,/league/game/2016-06-18-ATL-AUS,2016,2016-06-18,7:00 PM CDT,Austin,12,612
616,DC Breeze,34,"Sat, 6/18 6:30 PM EDT Philadelphia",Philadelphia Phoenix,18,/league/game/2016-06-18-DC-PHI,2016,2016-06-18,6:30 PM EDT,Philadelphia,12,611
617,Atlanta Hustle,21,"Sun, 6/19 1:00 PM CDT Dallas",Dallas Roughnecks,31,/league/game/2016-06-19-ATL-DAL,2016,2016-06-19,1:00 PM CDT,Dallas,12,617
618,Vancouver Riptide,25,"Sun, 6/19 1:00 PM PDT San Diego",San Diego Growlers,23,/league/game/2016-06-19-VAN-SD,2016,2016-06-19,1:00 PM PDT,San Diego,12,618
619,Chicago Wildfire,17,"Sun, 6/19 4:30 PM EDT Indianapolis",Indianapolis AlleyCats,29,/league/game/2016-06-19-CHI-IND,2016,2016-06-19,4:30 PM EDT,Indianapolis,12,619
620,Philadelphia Phoenix,13,"Sun, 6/19 6:30 PM EDT New York",New York Empire,28,/league/game/2016-06-19-PHI-NY,2016,2016-06-19,6:30 PM EDT,New York,12,620
621,Austin Sol,26,"Sat, 6/25 7:00 PM EDT Jacksonville",Tampa Bay Cannons,24,/league/game/2016-06-25-AUS-JAX,2016,2016-06-25,7:00 PM EDT,Jacksonville,13,628
622,Madison Radicals,21,"Sat, 6/25 7:00 PM CDT Chicago",Chicago Wildfire,10,/league/game/2016-06-25-MAD-CHI,2016,2016-06-25,7:00 PM CDT,Chicago,13,627
623,Nashville Nightwatch,19,"Sat, 6/25 7:00 PM EDT Charlotte",Charlotte Express,28,/league/game/2016-06-25-NSH-CHA,2016,2016-06-25,7:00 PM EDT,Charlotte,13,626
624,San Diego Growlers,21,"Sat, 6/25 7:00 PM PDT San Jose",San Jose Spiders,24,/league/game/2016-06-25-SD-SJ,2016,2016-06-25,7:00 PM PDT,San Jose,13,625
625,Los Angeles Aviators,21,"Sat, 6/25 6:00 PM PDT Vancouver",Vancouver Riptide,20,/league/game/2016-06-25-LA-VAN,2016,2016-06-25,6:00 PM PDT,Vancouver,13,622
626,Indianapolis AlleyCats,29,"Sat, 6/25 6:00 PM EDT Detroit",Detroit Mechanix,22,/league/game/2016-06-25-IND-DET,2016,2016-06-25,6:00 PM EDT,Detroit,13,623
627,Ottawa Outlaws,21,"Sat, 6/25 4:30 PM EDT New York",New York Empire,23,/league/game/2016-06-25-OTT-NY,2016,2016-06-25,4:30 PM EDT,New York,13,621
628,Philadelphia Phoenix,16,"Sat, 6/25 6:30 PM EDT DC",DC Breeze,27,/league/game/2016-06-25-PHI-DC,2016,2016-06-25,6:30 PM EDT,DC,13,624
629,Nashville Nightwatch,19,"Sun, 6/26 3:00 PM EDT Raleigh",Raleigh Flyers,28,/league/game/2016-06-26-NSH-RAL,2016,2016-06-26,3:00 PM EDT,Raleigh,13,633
630,Los Angeles Aviators,22,"Sun, 6/26 3:00 PM PDT Seattle",Seattle Cascades,16,/league/game/2016-06-26-LA-SEA,2016,2016-06-26,3:00 PM PDT,Seattle,13,634
631,Indianapolis AlleyCats,29,"Sun, 6/26 2:00 PM EDT Pittsburgh",Pittsburgh Thunderbirds,25,/league/game/2016-06-26-IND-PIT,2016,2016-06-26,2:00 PM EDT,Pittsburgh,13,631
632,San Diego Growlers,25,"Sun, 6/26 1:00 PM PDT San Francisco",San Francisco FlameThrowers,29,/league/game/2016-06-26-SD-SF,2016,2016-06-26,1:00 PM PDT,San Francisco,13,630
633,Ottawa Outlaws,30,"Sun, 6/26 1:00 PM EDT Philadelphia",Philadelphia Phoenix,22,/league/game/2016-06-26-OTT-PHI,2016,2016-06-26,1:00 PM EDT,Philadelphia,13,629
634,Madison Radicals,25,"Sun, 6/26 3:00 PM EDT Cincinnati",Cincinnati Revolution,22,/league/game/2016-06-26-MAD-CIN,2016,2016-06-26,3:00 PM EDT,Cincinnati,13,632
635,Detroit Mechanix,13,"Fri, 7/1 7:00 PM EDT Pittsburgh",Pittsburgh Thunderbirds,31,/league/game/2016-07-01-DET-PIT,2016,2016-07-01,7:00 PM EDT,Pittsburgh,14,635
636,Atlanta Hustle,22,"Fri, 7/1 8:00 PM EDT Raleigh",Raleigh Flyers,28,/league/game/2016-07-01-ATL-RAL,2016,2016-07-01,8:00 PM EDT,Raleigh,14,636
